aptSeq,name,sigungu,dong,identityQuality,coordQuality,eligibility,confidence_coverage,transport,living,education,complex,total_WA,total_WB,total_WC,total_WD
26410-2190,"구서동피닉스빌",금정구,구서동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,83.9,68.4,49.5,48.2,62.5,64.2,61.4,63.8
26410-2220,"남산동신화하니엘",금정구,남산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,86.9,54.5,78.3,60.0,69.9,70.4,69.3,70.5
26410-2259,"삼한골든뷰",금정구,구서동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,59.3,66.2,61.6,65.3,63.1,63.0,63.3,63.0
26410-2425,"(207-3)",금정구,서동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,77.8,65.1,52.6,60.7,64.1,65.3,64.2,64.7
26410-268,"성원맨투로빌",금정구,구서동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,77.8,60.5,51.2,51.0,60.1,61.5,59.7,61.0
26410-280,"구서벽산메가트리움",금정구,구서동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,57.4,68.9,65.5,50.0,60.5,60.0,58.7,60.7
26410-289,"구서쌍용스윗닷홈",금정구,구서동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,46.9,51.0,62.7,46.1,51.7,50.9,50.6,51.6
26410-309,"중앙시티빌",금정구,부곡동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,53.1,56.6,48.2,31.9,47.5,47.7,45.4,48.2
26410-330,"정원맨션",금정구,서동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,45.6,48.3,76.4,22.8,48.3,46.7,44.3,48.7
26500-125,"홍익라이프가동",수영구,민락동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,41.4,53.2,79.2,36.4,52.6,50.7,49.6,52.5
26500-1618,"성우스카이뷰",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,65.1,68.8,41.4,47.3,55.7,56.8,54.9,56.5
26500-1702,"한성그린",수영구,남천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,78.0,55.7,39.9,45.3,54.7,56.6,54.5,55.9
26500-1705,"일성센텀스카이뷰",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,88.7,78.0,67.7,52.6,71.8,72.8,69.7,72.9
26500-1800,"병산프리덤",수영구,민락동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,26.1,53.6,63.8,48.1,47.9,46.0,46.8,47.1
26500-187,"부일그린빌",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,55.9,63.6,69.2,37.4,56.5,55.8,53.6,57.0
26500-1964,"정원센텀뷰",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,79.9,78.5,62.1,57.5,69.5,70.4,68.2,70.3
26500-217,"로타리",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,83.5,74.1,65.1,20.4,60.8,61.7,55.9,62.8
26500-2180,"광안지음주상복합",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,59.5,72.8,43.3,56.4,58.0,58.8,57.9,58.4
26500-220,"신라탑스빌",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,88.8,78.5,77.4,34.7,69.8,70.4,65.5,71.5
26500-2286,"광안비치올리브씨",수영구,광안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,48.8,55.6,59.9,72.4,59.2,58.6,60.6,58.4
26410-16,"금정",금정구,부곡동,IDENTITY_HIGH,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,21.8,,,,
26410-2431,"산들마을",금정구,구서동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,52.8,68.9,64.3,55.6,60.4,59.8,59.3,60.4
26410-187,"진흥목화",금정구,구서동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,63.8,57.1,78.7,44.3,61.0,60.2,58.6,61.4
26410-1906,"해성비발디",금정구,남산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,55.2,69.5,56.9,39.1,55.2,55.1,52.8,55.8
26410-1927,"해피투모로우",금정구,부곡동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,83.4,76.6,42.9,54.7,64.4,66.4,63.9,65.6
26410-205,"멤버스빌라트",금정구,구서동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,68.7,68.3,52.3,34.7,56.0,56.8,53.4,57.2
26410-213,"구서건흥",금정구,구서동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,88.5,64.4,35.2,39.7,57.0,59.6,55.9,58.7
26410-2134,"금성타운",금정구,회동동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,28.1,11.4,15.1,54.1,27.2,27.8,31.3,26.4
26410-2138,"부산대역삼정그린코아마운틴동",금정구,부곡동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,83.8,75.6,41.0,60.9,65.3,67.5,65.6,66.4
26410-2182,"청룡동협성엠파이어",금정구,청룡동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,88.5,52.0,79.6,68.2,72.1,72.5,72.3,72.4
26410-220,"동산오챠드힐",금정구,청룡동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,79.0,51.9,74.7,49.8,63.9,64.1,62.5,64.5
26410-229,"우남카사벨라",금정구,남산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,68.1,62.3,70.8,41.6,60.7,60.6,58.2,61.4
26410-2297,"지성캐슬",금정구,남산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,70.5,62.3,73.4,55.8,65.5,65.4,64.3,65.9
26410-231,"남산미네르빌",금정구,남산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,69.2,58.8,69.1,37.2,58.6,58.6,55.9,59.4
26410-2323,"백리명가에덴",금정구,장전동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,63.1,80.6,48.6,57.3,62.4,63.1,61.7,62.9
26410-2400,"골든팰리스-더파크",금정구,청룡동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,57.8,33.5,49.0,56.6,49.2,49.6,50.7,49.1
26410-246,"해성체르니B동",금정구,남산동,IDENTITY_HIGH,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,36.3,,,,
26410-2487,"휴림아르페",금정구,구서동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,54.9,69.5,66.8,59.1,62.6,62.0,61.7,62.5
26410-2552,"남평N-CITY",금정구,구서동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,67.1,66.4,59.0,63.6,64.0,64.4,64.1,64.2
26410-277,"새천년골든밸류빌",금정구,구서동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,64.1,66.5,59.2,42.5,58.1,58.3,56.1,58.8
26410-278,"덕인센추리온",금정구,구서동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,72.4,68.3,46.4,44.5,57.9,59.2,56.6,59.0
26410-283,"벽송",금정구,구서동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,53.9,70.8,69.3,39.0,58.3,57.5,55.2,58.7
26410-322,"홍원메르디앙",금정구,부곡동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,55.9,65.5,74.3,37.6,58.3,57.4,55.1,58.8
26410-53,"금강빌라",금정구,장전동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,25.7,37.9,67.1,25.4,39.0,37.0,36.3,38.8
26410-6,"신동아",금정구,서동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,61.5,63.4,55.9,25.0,51.4,51.7,48.0,52.6
26410-245,"해성체르니",금정구,남산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,49.3,45.6,53.8,36.3,46.2,46.0,44.9,46.5
26260-1898,"허브센티움Ⅲ",동래구,온천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,89.0,75.0,51.8,55.7,67.9,69.7,67.1,69.1
26260-1998,"허브팰리스",동래구,온천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,81.1,80.9,58.5,59.0,69.9,71.0,68.8,70.7
26260-2042,"대가하이츠",동래구,명장동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,49.6,34.8,67.5,56.7,52.1,51.2,52.7,51.6
26260-2052,"온천동유림노르웨이숲",동래구,온천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,55.5,79.2,24.7,71.8,57.8,59.3,59.8,57.8
26260-2055,"천일스카이원",동래구,명륜동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,70.4,78.4,71.1,70.7,72.7,72.6,72.3,72.7
26260-2134,"아델리아",동래구,낙민동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,59.4,65.7,82.3,56.9,66.1,64.9,64.4,66.0
26260-2196,"블리시움",동래구,낙민동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,65.4,67.9,83.0,60.1,69.1,68.2,67.6,69.1
26410-133,"왕신하이츠빌라",금정구,남산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,54.0,65.4,49.9,26.9,49.1,49.3,46.0,50.0
26410-155,"남영하이빌",금정구,구서동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,54.8,68.9,69.6,36.6,57.5,56.7,54.2,58.0
26410-2084,"남산하이시티",금정구,남산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,53.4,61.5,55.7,53.9,56.1,56.0,55.7,56.2
26410-222,"남산그린",금정구,청룡동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,64.0,53.9,68.8,33.4,55.0,54.8,52.2,55.8
26410-224,"네오밸리스",금정구,청룡동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,43.0,24.0,30.5,36.4,33.5,34.1,34.4,33.6
26410-2284,"우일아내트",금정구,남산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,64.9,63.1,69.4,50.2,61.9,61.7,60.3,62.3
26410-2345,"온천리젠시타워아파트",금정구,부곡동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,81.5,77.5,42.3,57.4,64.7,66.7,64.4,65.8
26410-239,"정구팰리스",금정구,남산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,89.0,65.7,52.0,32.6,59.8,61.7,57.2,61.6
26410-240,"태경그린빌",금정구,남산동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,85.5,66.4,58.3,36.3,61.6,63.0,59.0,63.2
26410-2492,"대성타워팰리스",금정구,구서동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,79.7,64.2,56.7,61.6,65.5,66.7,65.7,66.2
26410-2606,"구서1차봄여름가을겨울",금정구,구서동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,86.8,61.7,43.2,68.3,65.0,67.2,66.6,65.7
26410-300,"행복이가득한집A",금정구,장전동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,18.7,32.6,56.6,29.8,34.4,32.5,32.9,33.9
26410-323,"부곡일천베스파",금정구,부곡동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,55.8,66.6,68.0,44.1,58.6,58.0,56.3,59.0
26410-325,"희재하이빌",금정구,부곡동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,35.3,57.8,83.4,36.1,53.1,50.7,49.7,52.9
26410-329,"부호하이츠",금정구,부곡동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,86.5,82.7,31.3,36.4,59.2,62.0,57.2,61.2
26410-381,"석탑그레이스빌",금정구,구서동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,80.7,67.3,45.1,41.0,58.5,60.3,57.0,59.9
26410-390,"태안에버빌",금정구,부곡동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,68.5,76.9,63.0,40.1,62.1,62.4,59.1,63.1
26260-2062,"씨티포레",동래구,온천동,IDENTITY_HIGH,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,54.4,,,,
26260-1468,"SK허브올리브",동래구,온천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,75.8,84.1,22.3,64.3,61.6,64.3,62.7,62.6
26260-1752,"홍림그린피아",동래구,온천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,58.1,76.8,26.3,52.0,53.3,54.9,53.4,54.0
26260-1777,"비룡벨로스텔라",동래구,온천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,75.2,81.1,61.7,50.2,67.1,67.7,64.9,68.0
26260-1778,"금오에코팰리스",동래구,온천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,70.9,77.5,39.8,46.8,58.7,60.3,57.5,59.8
26260-1849,"태경에버리치2차",동래구,온천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,72.2,76.0,65.6,48.1,65.5,65.8,63.2,66.3
26260-1899,"오름캐슬",동래구,사직동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,68.6,76.7,74.9,52.1,68.1,67.7,65.7,68.6
26260-1909,"더블루원",동래구,온천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,77.2,75.0,56.2,52.6,65.3,66.3,63.9,66.2
26260-1924,"더블루원2차",동래구,온천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,74.4,81.0,61.5,52.6,67.4,68.0,65.5,68.2
26260-1987,"더블루원3차",동래구,온천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,72.6,71.2,60.3,55.0,64.8,65.4,63.7,65.4
26260-2038,"신화하니엘더라임",동래구,온천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,58.2,82.4,17.8,60.8,54.8,56.8,55.9,55.4
26260-205,"남평파크뷰",동래구,사직동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,46.2,48.3,74.5,35.8,51.2,49.8,48.6,51.2
26260-2057,"M포레뷰",동래구,온천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,87.6,74.8,53.2,53.8,67.3,69.0,66.3,68.6
26260-2102,"명륜소도베르크",동래구,명륜동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,78.7,78.7,58.2,54.1,67.4,68.5,66.0,68.4
26260-226,"현대아트빌",동래구,복천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,49.6,51.3,76.8,36.4,53.5,52.2,50.8,53.7
26260-227,"웰스플러스",동래구,복천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,67.2,74.5,60.3,40.7,60.6,61.0,58.0,61.6
26260-234,"하나로2차",동래구,수안동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,85.7,76.5,54.0,34.5,62.7,64.3,59.6,64.5
26260-2435,"아시아드삼정그린코아더시티",동래구,사직동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,81.2,75.2,67.6,67.0,72.7,73.4,72.3,73.2
26260-2436,"디아트50",동래구,온천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,50.9,69.7,32.1,58.1,52.7,53.7,53.4,52.9
26260-249,"로얄캐슬",동래구,명륜동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,68.5,77.3,72.2,41.6,64.9,64.7,61.6,65.7
26260-291,"동경쉐르빌102동",동래구,온천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,79.5,75.7,59.1,41.3,63.9,64.9,61.3,65.2
26260-359,"목영해돋이",동래구,온천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,52.3,75.6,41.2,43.1,53.0,53.6,51.5,53.6
26260-363,"삼오에펠빌리지",동래구,온천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,51.6,68.8,28.6,26.1,43.8,44.9,41.5,44.9
26260-89,"라경유닉스빌라",동래구,온천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,53.3,70.3,62.1,35.0,55.2,54.7,52.1,55.8
26380-93,"부원",사하구,당리동,IDENTITY_HIGH,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,18.4,,,,
26260-199,"동경쉐르빌",동래구,온천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,78.5,75.8,60.4,41.0,63.9,64.8,61.2,65.2
26260-304,"궁전스카이",동래구,사직동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,69.4,77.8,63.7,41.0,63.0,63.3,60.0,64.0
26260-93,"태건아트빌",동래구,온천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,40.3,47.1,69.2,34.7,47.8,46.4,45.5,47.8
26380-1581,"다대영동비치타워",사하구,다대동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,83.9,67.6,44.2,58.8,63.6,65.6,63.9,64.6
26380-1811,"정원포트빌",사하구,다대동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,84.6,67.3,61.0,48.5,65.4,66.5,63.8,66.5
26380-1875,"지원시티파크",사하구,장림동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,52.8,57.4,41.3,69.9,55.4,55.9,57.4,55.0
26380-1881,"경성스마트더블유",사하구,괴정동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,70.1,68.9,62.2,65.3,66.6,67.0,66.6,66.8
26380-1949,"괴정웰메이드홈",사하구,괴정동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,66.1,61.0,69.4,58.3,63.7,63.5,63.0,63.8
26380-195,"선경쉐르빌",사하구,하단동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,39.0,55.9,41.4,35.5,43.0,42.8,41.6,43.2
26380-1954,"리뷰캐슬아파트",사하구,괴정동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,54.5,48.8,48.5,55.9,51.9,52.2,52.7,51.9
26380-1955,"IDS아델하임",사하구,괴정동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,76.0,72.1,43.5,71.6,65.8,67.4,67.2,66.2
26380-1956,"우성로얄캐슬",사하구,다대동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,89.0,67.1,57.3,53.0,66.6,68.2,65.7,67.8
26380-1960,"아람센트럴시티",사하구,하단동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,78.2,78.7,60.9,54.8,68.2,69.0,66.7,69.0
26380-1970,"오현리버뷰",사하구,하단동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,33.2,53.8,40.2,52.0,44.8,44.5,45.3,44.4
26380-2002,"괴정어반푸르지오",사하구,괴정동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,84.2,72.9,35.8,68.4,65.3,67.8,66.7,66.2
26380-2009,"유성해네스타워",사하구,괴정동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,80.1,74.2,56.4,57.9,67.1,68.3,66.4,68.0
26380-2020,"대티역스마트더블유인공지능",사하구,괴정동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,87.3,56.6,73.6,66.8,71.1,71.8,71.2,71.5
26380-203,"청솔맨션",사하구,신평동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,53.2,34.4,47.3,23.2,39.5,39.8,37.8,40.3
26380-212,"장림대동맨션",사하구,장림동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,77.6,61.2,62.6,38.0,59.8,60.6,57.4,61.0
26380-278,"감천현대",사하구,감천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,23.9,49.0,50.1,45.0,42.0,40.7,41.5,41.3
26380-304,"한아루시빌",사하구,괴정동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,81.9,57.2,52.9,37.2,57.3,58.7,55.5,58.7
26380-6,"금호",사하구,괴정동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,40.2,56.6,69.5,28.5,48.7,47.2,45.2,48.9
26380-71,"투윈빌리지",사하구,괴정동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,65.5,71.3,55.1,35.5,56.8,57.3,54.1,57.9
26380-9,"삼성타워",사하구,괴정동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,52.1,19.2,53.0,36.4,40.2,40.1,40.2,40.3
26350-151,"대우금사",해운대구,반여동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,68.6,19.6,28.0,39.8,39.0,41.0,40.6,39.8
26350-183,"삼한그린맨션",해운대구,반송동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,46.6,32.9,31.4,26.8,34.4,35.2,33.9,35.1
26380-1772,"더웰리스",사하구,감천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,27.2,56.1,65.5,46.8,48.9,47.0,47.5,48.2
26380-181,"보해이브빌",사하구,하단동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,78.7,78.0,57.1,40.1,63.5,64.6,60.7,64.8
26380-1858,"예그린숲",사하구,괴정동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,80.0,71.3,39.5,53.5,61.1,63.1,60.9,62.2
26380-187,"하단센토빌",사하구,하단동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,64.2,68.5,80.4,37.1,62.6,61.8,58.8,63.3
26380-1909,"퍼스트클래스",사하구,괴정동,IDENTITY_HIGH,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,52.0,,,,
26380-192,"세양리버빌라트",사하구,하단동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,32.6,49.9,40.3,39.1,40.5,40.1,39.9,40.4
26380-196,"청호",사하구,하단동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,90.4,77.4,73.4,36.4,69.4,70.3,65.5,71.1
26380-1963,"경성스마트더블유아파트2차",사하구,괴정동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,67.3,69.6,55.0,64.1,64.0,64.6,64.2,64.3
26380-1976,"영원베네스트아파트",사하구,괴정동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,85.5,70.9,63.9,57.9,69.5,70.6,68.6,70.4
26380-1991,"일성아이앤유",사하구,당리동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,50.9,64.0,71.6,54.5,60.3,59.2,58.9,60.1
26380-2006,"에스제이파베르",사하구,당리동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,86.0,73.8,67.7,55.7,70.8,71.7,69.3,71.8
26380-2067,"헤리츠리더스하단",사하구,하단동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,79.9,78.3,60.1,70.3,72.2,73.2,72.3,72.6
26380-271,"신도",사하구,감천동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,22.8,29.6,66.4,33.4,38.0,35.8,36.6,37.3
26380-320,"한울엠비시어스",사하구,하단동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,82.8,78.1,54.2,38.5,63.4,64.8,60.6,65.0
26380-329,"프론티어빌",사하구,하단동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,38.3,55.5,48.4,35.6,44.4,43.9,42.8,44.6
26380-330,"한주",사하구,하단동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,45.9,65.5,60.3,37.6,52.3,51.6,49.8,52.6
26380-339,"성경센스빌",사하구,장림동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,82.7,58.7,75.4,44.2,65.3,65.6,63.0,66.2
26380-40,"신동양",사하구,괴정동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,57.5,61.2,74.2,22.7,53.9,53.1,49.4,54.8
26380-529,"금일아트빌라",사하구,괴정동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,75.3,72.9,49.6,33.4,57.8,59.1,55.0,59.3
26380-75,"나산리츠빌라",사하구,괴정동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,67.5,53.2,61.0,34.7,54.1,54.4,51.9,55.0
26380-78,"화목하이츠빌",사하구,괴정동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,77.7,68.4,69.6,35.5,62.8,63.2,59.5,64.1
26380-86,"대동아람아파트",사하구,당리동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,46.8,58.4,77.4,22.0,51.2,49.6,46.6,51.7
26380-87,"대암가든",사하구,당리동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,48.3,36.4,71.6,24.2,45.1,43.9,42.1,45.5
26350-1,"경남마리나",해운대구,우동,IDENTITY_HIGH,COORD_LOW,NOT_ENOUGH_DATA,0.25,,,,42.0,,,,
26110-10,"대림에이스타운",중구,보수동1가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,42.1,52.9,75.4,41.3,52.9,51.3,50.6,52.7
26110-17,"송파지오스빌라트",중구,보수동2가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,52.9,63.7,77.6,39.6,58.5,57.2,55.4,58.7
26110-26,"향원인터빌",중구,부평동4가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,62.9,72.7,59.9,35.3,57.7,57.9,54.6,58.7
26110-931,"보수3차봄여름가을겨울",중구,보수동3가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,66.2,71.8,65.2,62.4,66.4,66.5,65.8,66.6
26140-1006,"에르모사",서구,서대신동1가,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,70.3,67.5,49.1,44.1,57.7,58.8,56.3,58.7
26140-102,"기산비치타운",서구,암남동,IDENTITY_HIGH,COORD_HIGH,SCORE_AVAILABLE,1.00,25.5,37.7,59.1,45.2,41.9,40.2,41.6,41.1
