aptSeq,name,sggCd,umdName,prodTotal,shadowTotal,prodTransport,shadowTransport
26380-209,"국제그레이트",26380,장림동,52,52,42.58,42.02
26380-300,"현대캐스빌",26380,괴정동,37,37,36.59,37.72
26380-39,"신대우빌라트",26380,괴정동,34,35,44.00,45.07
26380-59,"하이츠빌리지",26380,괴정동,32,32,27.66,28.96
26380-20,"미광",26380,괴정동,57,57,62.27,63.90
26380-1989,"하단동한웅드리머스",26380,하단동,73,75,65.11,68.63
26380-249,"조성",26380,다대동,49,50,36.34,38.02
26380-201,"삼창강변1",26380,신평동,59,60,52.74,51.31
26380-290,"지오빌1(A동)",26380,하단동,41,43,33.99,35.85
26380-101,"당리동신동아(33-4)",26380,당리동,27,28,24.53,27.36
26380-228,"장림현대(60-42)",26380,장림동,44,44,51.74,50.54
26380-217,"벽산아파트",26380,장림동,36,36,41.99,41.21
26380-281,"사남신익",26380,괴정동,51,52,37.01,38.14
26380-513,"창우블루빌",26380,괴정동,74,,89.69,
26380-65,"현대신델라",26380,괴정동,55,55,45.96,47.93
26380-222,"신우림",26380,장림동,54,54,68.33,67.51
26380-43,"괴정자유2차",26380,괴정동,41,42,49.32,50.23
26380-1662,"괴정엔스타",26380,괴정동,64,65,71.61,73.66
26380-3,"국제",26380,괴정동,47,47,28.80,29.52
26380-41,"신익",26380,괴정동,32,32,23.09,23.57
26380-284,"대양그린힐",26380,괴정동,65,,60.33,
26380-62,"한우",26380,괴정동,61,62,69.71,71.49
26380-67,"협진태양",26380,괴정동,45,45,28.31,29.16
26380-69,"흥아거북",26380,괴정동,36,36,20.48,21.20
26380-328,"보해이브빌2차",26380,하단동,72,,69.67,
26380-294,"남도그린빌라",26380,괴정동,20,20,22.33,22.73
26380-285,"강진노블레스",26380,괴정동,58,58,52.96,54.86
26380-291,"티파니빌라트",26380,하단동,31,33,19.85,21.08
26380-1978,"재성힐링파크2차",26380,다대동,58,60,56.25,59.09
26380-146,"두꺼비맨션",26380,하단동,36,38,31.50,34.33
26380-54,"진흥",26380,괴정동,46,,51.35,
26380-1589,"(503-12)",26380,하단동,29,31,27.95,30.17
26380-136,"궁전시티빌",26380,하단동,45,48,40.85,43.13
26380-1613,"유림예다움",26380,다대동,64,,62.67,
26380-232,"화천아파트",26380,장림동,42,42,25.93,24.64
26380-42,"신익타운",26380,괴정동,36,36,25.37,26.05
26380-292,"도시두송",26380,다대동,28,28,26.57,27.03
26380-127,"당리4차혜성",26380,당리동,37,37,32.05,33.50
26380-223,"장림우림그린맨션",26380,장림동,51,51,53.56,52.63
26380-1706,"참누리아파트",26380,괴정동,36,37,32.98,34.47
26380-66,"협진신태양",26380,괴정동,38,39,46.33,47.52
26380-303,"일동지에닌",26380,괴정동,69,,68.54,
26380-2,"괴정한신",26380,괴정동,58,59,51.32,51.80
26380-90,"당리반도보라맨션",26380,당리동,50,53,45.94,51.31
26380-276,"한성",26380,감천동,39,39,49.39,48.84
26380-282,"사하오성빌라맨션",26380,괴정동,40,40,32.47,33.15
26380-1979,"동매힐스",26380,신평동,52,52,79.94,79.43
26380-19,"럭키",26380,괴정동,50,,70.33,
26380-264,"남성타워",26380,감천동,47,46,38.87,38.04
26380-1932,"유원블루파크에이동",26380,하단동,57,58,42.77,45.56
26380-189,"동조리젠시",26380,하단동,50,53,42.12,45.37
26380-524,"동조신현트레빌",26380,괴정동,55,56,57.87,59.39
26380-332,"나산리츠",26380,하단동,44,46,37.00,38.94
26380-26,"삼부",26380,괴정동,39,40,48.79,50.76
26380-1934,"에코펠리스",26380,괴정동,53,54,52.43,54.23
26380-183,"선경아트빌",26380,하단동,44,46,38.10,40.14
26380-286,"신화프라자",26380,괴정동,61,61,83.72,84.51
26380-514,"천아하늘정원",26380,괴정동,52,52,59.36,60.89
26380-1999,"더블루원허브",26380,하단동,56,57,42.37,44.47
26380-5,"금일아트빌",26380,괴정동,58,59,56.31,58.18
26380-156,"하단에덴",26380,하단동,30,31,35.12,35.62
26380-8,"남정해바라기",26380,괴정동,45,46,40.79,41.89
26380-119,"협진태양",26380,당리동,48,49,31.77,35.29
26380-324,"나산리버빌",26380,하단동,56,57,69.52,71.99
26380-55,"천일로얄",26380,괴정동,46,47,47.76,48.79
26380-115,"창신",26380,당리동,52,54,45.78,50.21
26380-1615,"가람리버빌",26380,괴정동,64,,63.39,
26380-85,"당리형제",26380,당리동,35,37,32.24,36.84
26380-351,"신흥동백(359-1)",26380,감천동,39,39,32.91,32.64
26380-2112,"협진신태양(240-80)",26380,괴정동,48,49,61.35,62.97
26380-46,"우림그린",26380,괴정동,36,36,24.45,25.19
26380-526,"정우아트빌",26380,괴정동,56,57,55.02,56.61
26380-305,"노블레스(764-11)",26380,괴정동,67,67,63.89,65.68
26380-172,"하구언1",26380,하단동,29,31,41.19,43.26
26380-137,"남연",26380,하단동,48,50,55.38,58.51
26380-315,"하단시티빌(88-5)",26380,하단동,59,61,59.33,61.61
26380-314,"하단시티빌(88-4)",26380,하단동,59,62,63.55,66.18
26380-1959,"그린시티",26380,괴정동,64,64,73.21,73.98
26380-1808,"아람",26380,괴정동,68,69,78.32,79.72
26380-1738,"(888-1)",26380,하단동,32,33,22.29,22.95
26380-1579,"경성리치W",26380,당리동,65,67,79.68,83.06
26380-56,"로즈빌라",26380,괴정동,30,30,23.53,24.25
26380-140,"대우에덴프라자",26380,하단동,34,36,41.97,43.64
26380-1953,"더휴",26380,하단동,45,47,49.90,51.78
26380-521,"화천승학",26380,당리동,59,61,54.13,58.87
26380-2019,"대림SM",26380,당리동,73,75,78.79,82.52
26380-273,"우림",26380,감천동,33,33,32.05,31.74
26380-2018,"태린비주펠리스",26380,감천동,54,54,55.64,55.14
26380-322,"충우드림라이프",26380,하단동,73,74,85.53,85.57
26380-1587,"한우5동",26380,괴정동,57,,74.85,
26380-61,"한성",26380,괴정동,45,,44.01,
26380-231,"장림협진태양",26380,장림동,49,49,51.98,50.95
26380-96,"성도솔밭맨션",26380,당리동,56,58,58.32,62.93
26380-1649,"시티그린타워",26380,장림동,36,,20.93,
26380-272,"신흥동백(361)",26380,감천동,44,44,36.32,36.24
26380-13,"동덕",26380,괴정동,56,57,56.87,58.75
26380-10,"대티은하",26380,괴정동,31,32,48.55,49.84
26380-1578,"신평럭키무지개타운(206-5)",26380,신평동,42,41,57.85,54.92
26380-531,"아리랑빌",26380,당리동,68,,63.97,
26380-257,"영생비치",26380,구평동,41,41,41.72,41.72
26380-353,"목련아트빌",26380,괴정동,53,,72.71,
26380-23,"부영아파트나동",26380,괴정동,27,,46.19,
26380-185,"무진",26380,하단동,70,,81.97,
26380-1876,"재성힐링파크",26380,다대동,72,,66.18,
26380-321,"KCB센트리움",26380,하단동,74,,83.26,
26380-17,"동주",26380,괴정동,37,,46.41,
26380-95,"새동림",26380,당리동,54,,51.75,
26380-64,"괴정한일하나로타운",26380,괴정동,31,31,29.71,30.26
26380-99,"수양파크",26380,당리동,40,,55.17,
26380-275,"제일(13-1105)",26380,감천동,28,28,58.77,58.44
26380-73,"승경하이츠",26380,괴정동,57,58,48.99,51.01
26380-1783,"누리아띠",26380,장림동,53,52,35.67,34.76
26380-198,"그린파크",26380,신평동,46,45,53.91,51.61
26380-193,"섬진2",26380,하단동,36,39,29.92,32.12
26380-100,"신동아(320-31)",26380,당리동,48,58,55.08,60.35
26380-306,"노블레스(764-112)",26380,괴정동,65,66,62.33,63.65
26380-184,"섬진1",26380,하단동,65,68,84.34,85.64
26380-102,"신동아(330-4)",26380,당리동,55,66,69.71,74.71
26380-226,"평생골드타운",26380,장림동,30,30,7.43,6.32
26380-1669,"그린시티",26380,하단동,50,52,40.65,43.21
26380-1864,"리버포레(B동)",26380,하단동,47,49,53.68,55.64
26380-1887,"한영리더스",26380,다대동,61,62,59.84,60.87
26380-133,"경인",26380,하단동,30,31,24.93,25.15
26380-1935,"대청가람채",26380,하단동,52,,39.89,
26380-293,"초원빌",26380,괴정동,33,34,44.60,46.08
26380-25,"삼경",26380,괴정동,39,,23.38,
26380-44,"영신목화",26380,괴정동,41,,25.48,
26380-76,"부경솔리드102동",26380,괴정동,68,,68.09,
26380-197,"다전그린",26380,하단동,59,,81.87,
26380-117,"청조",26380,당리동,60,,77.32,
26380-63,"한일하나로",26380,괴정동,38,38,17.79,18.03
26380-171,"펄스트빌B",26380,하단동,34,,24.28,
26380-1933,"영림더채움",26380,하단동,57,,42.15,
26380-523,"럭키(484-2)",26380,괴정동,50,51,59.95,61.82
26380-288,"청목미르피아",26380,하단동,43,44,22.25,23.17
26380-31,"새괴정화신",26380,괴정동,48,48,34.74,35.73
26380-150,"삼경",26380,하단동,29,,25.21,
26380-267,"무지개",26380,감천동,42,,43.86,
26380-1873,"라온아파트",26380,하단동,55,,45.29,
26380-319,"조일센토빌",26380,하단동,64,,70.65,
26380-225,"제일",26380,장림동,50,,51.31,
26380-35,"소라",26380,괴정동,39,39,31.84,32.98
26380-325,"우방빌아트",26380,하단동,67,,79.26,
26380-1809,"M타워",26380,하단동,67,,80.80,
26380-30,"새괴정협진태양",26380,괴정동,40,40,13.45,13.92
26380-1899,"괴정동그린시티",26380,괴정동,63,64,63.00,64.97
26350-27,"해운대오션파크",26350,우동,42,,47.17,
26140-1243,"대신푸르지오1차",26140,서대신동1가,45,44,30.25,30.83
26140-1321,"힐스테이트이진베이시티아파트",26140,암남동,55,56,42.63,43.74
26380-82,"성경로즈힐(1차)-101",26380,괴정동,42,41,22.79,23.01
26380-336,"신선(417-0)",26380,신평동,68,69,60.61,58.74
26380-352,"목련(B)",26380,괴정동,50,49,63.75,65.74
26380-130,"가락타운3",26380,하단동,52,53,50.60,51.85
26380-129,"가락타운2",26380,하단동,52,53,50.60,51.85
26380-92,"부영",26380,당리동,54,66,74.85,77.99
26380-308,"동조리젠시타워",26380,괴정동,54,55,55.61,57.62
26380-16,"동조리젠시",26380,괴정동,41,42,36.05,36.87
26380-190,"동조리젠시2",26380,하단동,36,36,30.86,32.35
26350-2350,"센텀엘카사",26350,우동,60,,70.27,
26140-1216,"동대신동미소지음3차주상복합아파트",26140,동대신동1가,54,53,50.45,52.14
26140-978,"송도풍림아이원",26140,암남동,53,54,49.17,50.00
26140-1175,"부용동한웅드리머스",26140,부용동1가,37,35,24.35,20.30
26140-1245,"대신더샵",26140,서대신동3가,45,46,32.40,36.17
26140-1249,"토성동경동리인타워",26140,토성동1가,59,71,45.61,60.24
26140-1176,"헤리츠아파트2차",26140,토성동5가,62,62,67.00,69.06
26140-133,"금호어울림",26140,서대신동3가,44,45,35.05,39.18
26140-114,"송도현대",26140,암남동,38,38,49.17,50.00
26140-1167,"오현스위트",26140,서대신동2가,51,51,30.28,30.67
26140-1273,"오현예다움",26140,서대신동2가,55,55,48.25,48.02
26140-39,"구덕자유",26140,서대신동3가,49,50,69.55,69.45
26350-2360,"해운대동백두산위브더제니스",26350,우동,58,58,64.34,61.79
26350-131,"엘지",26350,좌동,30,30,41.57,43.44
26140-116,"송도혜성주상복합빌딩",26140,암남동,61,,50.00,
26140-136,"세진골든빌리지",26140,동대신동2가,63,,54.77,
26140-146,"유니온캐슬",26140,서대신동1가,43,,48.68,
26350-2362,"해운대더샵센텀그린",26350,반여동,61,59,61.01,60.13
26350-247,"롯데캐슬마린",26350,중동,68,66,63.91,61.23
26350-2108,"센텀이편한세상",26350,재송동,64,63,65.43,65.69
26350-2090,"센텀피오레1차",26350,재송동,64,64,79.54,80.15
26350-2342,"해운대자이2차1단지",26350,우동,46,45,39.81,35.10
26350-214,"센텀롯데캐슬아파트",26350,반여동,60,57,37.97,36.93
26350-119,"동신",26350,좌동,55,55,58.56,59.00
26350-2128,"메가센텀한화꿈에그린",26350,반여동,73,71,59.15,56.79
26140-1239,"한우리빌리지5차",26140,서대신동2가,59,58,66.52,65.72
26350-156,"보훈",26350,반여동,34,,39.05,
26350-2386,"센텀천일스카이원",26350,재송동,32,32,45.47,45.04
26350-2130,"해운대중동두산위브",26350,중동,65,63,68.61,67.23
26350-2272,"더샵센텀누리",26350,재송동,45,44,49.17,48.58
26350-49,"재송그린",26350,재송동,39,38,28.18,27.53
26350-103,"중동삼정그린코아",26350,중동,55,54,64.27,62.27
26350-197,"아시아선수촌아파트",26350,반여동,63,61,45.22,43.84
26350-2395,"롯데캐슬스타",26350,중동,72,69,63.86,61.31
26350-128,"삼환",26350,좌동,44,44,18.56,19.66
26350-209,"우신",26350,반여동,44,41,80.87,80.40
26350-2387,"해운대센텀미진이지비아아파트",26350,우동,55,56,77.63,79.05
26350-173,"LIG건영",26350,반송동,27,27,14.01,15.20
26350-2304,"해운대송정우림필유아파트",26350,송정동,32,33,27.94,29.87
26350-38,"시영80년",26350,재송동,54,54,53.11,53.46
26350-56,"현대(1051-2)",26350,재송동,52,52,52.50,52.44
26350-149,"광우파크맨션",26350,반여동,31,27,26.55,23.11
26350-2095,"롯데캐슬마스터",26350,좌동,55,55,52.01,53.82
26350-163,"에덴동산타운",26350,반여동,37,33,24.39,22.03
26350-2099,"해운대메트로하이츠",26350,중동,70,68,71.29,70.73
26350-141,"코오롱",26350,좌동,54,54,63.56,64.98
26350-19,"신동비치",26350,우동,22,,12.61,
26350-208,"삼한5차",26350,반송동,38,38,19.70,20.56
26350-33,"센텀한보미도",26350,재송동,38,37,28.76,27.46
26350-2371,"해운대센텀트루엘2단지",26350,반여동,57,55,69.88,68.45
26350-2259,"해운대한신휴플러스",26350,우동,60,60,58.96,55.25
26350-2437,"해운대센트럴푸르지오",26350,우동,74,74,72.27,68.48
26350-227,"덕성빌라",26350,우동,34,,29.51,
26230-358,"동일스위트",26230,당감동,38,39,34.54,35.84
26230-1734,"서면쌍용스윗닷홈파크",26230,부암동,60,60,77.53,77.70
26230-1635,"당감뜨란채",26230,부암동,30,31,25.41,25.81
26230-2858,"초읍하늘채포레스원",26230,초읍동,67,67,51.74,51.80
26230-51,"초읍대우",26230,초읍동,42,41,46.14,45.50
26230-2814,"가야롯데캐슬골드아너",26230,가야동,69,68,72.76,72.75
26230-241,"반도보라빌",26230,가야동,46,45,33.73,30.60
26230-2602,"가야센트레빌",26230,가야동,58,57,57.69,55.65
26350-187,"풍전",26350,반송동,57,56,68.47,66.54
26350-291,"신우빌라",26350,송정동,60,60,68.44,68.59
26350-2408,"쌍용더플래티넘해운대",26350,중동,64,62,66.09,63.47
26350-2179,"해운대경남아너스빌",26350,중동,73,72,89.39,90.12
26350-186,"이진",26350,반송동,63,63,69.77,70.15
26350-2094,"현대베네시티",26350,우동,56,56,54.09,50.88
26350-2227,"해운대자이2단지",26350,우동,44,44,47.53,44.76
26350-176,"광하주택2",26350,반송동,51,49,47.72,45.26
26350-101,"현우산호맨션",26350,중동,51,47,55.36,48.99
26350-2610,"해운대경동리인뷰2차",26350,우동,70,69,77.40,74.32
26350-278,"우성빌라(백세해운대빌라2차)",26350,중동,36,,32.63,
26350-2258,"달맞이아르미안",26350,중동,34,,25.48,
26350-9,"롯데",26350,우동,56,56,58.65,57.76
26350-2376,"해운대비스타동원",26350,우동,66,66,52.89,49.25
26350-2110,"반도보라빌",26350,우동,54,55,62.75,63.09
26350-2415,"센텀마티안",26350,우동,62,63,70.65,71.55
26470-1505,"일호센텀누리",26470,연산동,51,51,41.90,43.08
26230-2657,"이진젠시티개금",26230,개금동,60,60,51.65,52.13
26230-1670,"양정메트로하이츠",26230,전포동,44,45,36.75,38.04
26230-138,"우성",26230,개금동,30,30,17.93,18.56
26230-2590,"서면6차봄여름가을겨울",26230,범천동,55,55,45.70,46.49
26230-140,"개금주공1",26230,개금동,49,49,43.50,42.98
26230-4573,"양정자이더샵SKVIEW아파트(3단지)",26230,양정동,52,52,51.16,51.84
26230-130,"삼환",26230,개금동,29,29,25.51,25.70
26230-1682,"전포동에메랄드홈",26230,전포동,65,66,85.20,87.69
26230-49,"우신그린피아",26230,초읍동,48,47,49.61,48.80
26230-2521,"혜도인파크에비뉴연지",26230,초읍동,62,62,53.86,54.50
26230-41,"대림파크빌",26230,초읍동,50,48,53.47,52.10
26230-2851,"e편한세상시민공원2단지",26230,전포동,41,41,36.68,37.15
26230-69,"동원",26230,부암동,35,35,24.95,25.27
26230-2597,"연지우성스마트시티뷰",26230,연지동,57,58,83.13,85.07
26230-160,"영진(5-56)",26230,가야동,53,52,65.57,65.39
26230-147,"협성맨션",26230,개금동,67,66,84.25,84.03
26230-1708,"월드드림빌",26230,초읍동,39,,53.09,
26230-188,"드림하이츠",26230,범천동,24,24,12.18,12.05
26470-32,"현대",26470,거제동,42,42,44.47,45.00
26470-24,"연제그린타워",26470,거제동,45,46,40.04,40.92
26470-1678,"연산롯데캐슬골드포레",26470,연산동,48,49,48.49,49.73
26230-2360,"개금블루스카이",26230,개금동,54,54,60.65,61.11
26230-4543,"래미안어반파크2단지",26230,연지동,47,49,28.33,33.64
26470-1421,"세경미가",26470,거제동,51,51,57.74,59.17
26470-1046,"연제힐스테이트",26470,연산동,63,64,65.51,67.14
26470-1031,"거제동2차월드메르디앙",26470,거제동,63,63,90.62,90.18
26470-89,"연산센터빌",26470,연산동,52,53,50.74,51.60
26470-34,"거제1차현대홈타운",26470,거제동,60,60,50.05,50.66
26470-58,"동서그린",26470,연산동,33,33,25.20,25.01
26470-36,"화신거림(212-1)",26470,거제동,46,46,48.34,48.59
26470-28,"태경썬싸인",26470,거제동,46,47,41.37,43.08
26470-1009,"한일유앤아이",26470,연산동,41,41,37.92,39.09
26470-1085,"거제동롯데캐슬피렌체",26470,거제동,71,70,72.92,72.15
26470-127,"거제청구하이츠",26470,거제동,36,37,34.54,35.10
26470-1191,"로터스빌리지",26470,연산동,63,,69.02,
26470-109,"한양(4차)",26470,연산동,34,35,26.17,26.00
26470-67,"무궁화",26470,연산동,44,44,35.89,35.91
26470-125,"진흥하늘이",26470,거제동,45,45,40.23,41.11
26470-126,"동서하이빌",26470,연산동,54,55,54.04,55.41
26470-1566,"아시아드코오롱하늘채",26470,거제동,62,62,41.98,43.08
26470-11,"대원",26470,거제동,41,40,23.60,23.93
26470-151,"청우하이빌",26470,연산동,53,54,50.49,51.52
26470-1458,"시청역이즈팰리스2차",26470,연산동,67,67,88.64,88.90
26470-164,"전원시티빌",26470,거제동,54,,71.27,
26470-1555,"어반스퀘어",26470,연산동,47,,36.47,
26470-1267,"케이에이치마이우스",26470,연산동,60,,60.22,
26470-138,"중앙하이츠",26470,연산동,62,,67.47,
26470-124,"성원맨투로빌",26470,거제동,54,54,46.65,47.73
26470-3047,"레이카운티(1단지)",26470,거제동,61,61,58.77,59.54
26140-1164,"대신롯데캐슬",26140,서대신동3가,51,53,39.13,45.28
26140-1285,"브라운스톤하이포레",26140,동대신동3가,28,37,15.93,36.44
26230-1633,"한라비발디",26230,전포동,56,57,45.16,46.88
26230-157,"한일하나로",26230,범천동,31,31,22.35,21.91
26230-114,"새영진",26230,가야동,52,52,58.52,57.77
26350-2269,"해운대중동경동하나메르빌",26350,중동,61,60,74.74,74.45
26470-31,"한양",26470,거제동,52,53,66.31,67.66
26470-1921,"거제미소지움더퍼스트",26470,거제동,59,59,58.22,59.67
26110-70,"근영빌라3동",26110,대청동4가,52,52,37.14,46.63
26170-632,"수정(1175-1)",26170,수정동,45,51,47.82,49.90
26170-56,"토마하우스",26170,초량동,54,56,67.27,66.61
26170-25,"수정(1161-7)",26170,수정동,43,44,52.19,54.91
26170-642,"수성아파트(441-0)",26170,수정동,39,39,29.46,28.97
26200-37,"시영(169-1)",26200,봉래동5가,41,41,46.59,47.51
26200-15,"동산(1106)",26200,영선동4가,38,29,50.00,41.85
26200-9,"청성아트(33-5)",26200,영선동1가,51,51,41.48,41.85
26530-1096,"대하덕포(2,3호동)",26530,덕포동,51,51,46.40,43.92
26530-47,"신흥동백맨션",26530,엄궁동,62,62,60.80,60.80
26530-128,"초원펠레스빌B동",26530,덕포동,38,29,18.24,17.63
26710-570,"명례솔터시티",26710,장안읍 명례리,24,25,19.59,22.10
26710-42,"형진강변프라자",26710,정관읍 매학리,49,50,32.17,34.41
26710-17,"팰리스빌1",26710,기장읍 대라리,44,47,51.24,56.13
26710-462,"동환라온제나기장",26710,기장읍 대라리,37,39,25.70,27.73
26710-53,"월드파크빌B동",26710,기장읍 동부리,44,44,29.61,30.52
26320-7,"동부제강사원",26320,구포동,23,23,26.05,27.21
26320-36,"금곡8단지주공",26320,금곡동,42,42,54.10,54.10
26320-139,"도형리치빌A동",26320,구포동,45,46,51.63,52.66
26320-21,"우정맨션가동",26320,구포동,47,48,46.46,49.38
26320-97,"삼양파크빌(326-7)",26320,덕천동,45,40,42.47,40.79
26320-37,"금곡9단지주공",26320,금곡동,42,42,54.10,54.10
26290-311,"엘지메트로시티5",26290,용호동,63,64,50.00,50.00
26470-3050,"레이카운티(4단지)",26470,거제동,59,59,53.75,54.82
26290-44,"엘지메트로시티3",26290,용호동,65,66,58.56,59.02
26290-2686,"대연SKVIEWHills(2단지)",26290,대연동,68,68,57.84,58.49
26290-2425,"홍익빌레트Ⅱ",26290,문현동,71,70,79.12,78.85
26290-173,"미림크라운맨션(1465-5)",26290,대연동,45,45,56.94,54.45
26290-322,"영신맨션1동",26290,용호동,40,40,50.00,50.00
26290-111,"금양에이스",26290,대연동,47,48,30.99,32.49
26290-161,"대호(967-2)",26290,대연동,43,44,45.79,46.73
26290-200,"흑석(1737-5)",26290,대연동,68,77,85.87,86.35
26290-90,"엘지메트로시티2",26290,용호동,63,63,50.00,50.00
26500-2241,"마르빌주상복합",26500,남천동,52,50,44.49,44.09
26500-1776,"수영엔스타Ⅱ",26500,수영동,70,70,78.37,77.94
26500-44,"동방(822-3)",26500,망미동,42,42,53.69,53.69
26500-241,"광남2차",26500,남천동,59,58,58.91,57.56
26500-103,"우성골든빌",26500,망미동,58,58,61.49,61.49
26500-82,"광안리치빌B",26500,광안동,36,35,24.75,24.72
26500-188,"협성센트로3차",26500,광안동,45,45,38.83,39.39
26500-107,"신한백조",26500,망미동,36,36,18.05,18.05
26500-1937,"민락동신화하니엘그린시티공동주택",26500,민락동,51,51,34.51,36.06
26500-239,"마리나프리텔",26500,남천동,68,74,90.06,89.35
26500-263,"광명맨션(539-3)",26500,광안동,29,34,23.14,23.25
26410-1919,"해성체르니아파트2차",26410,남산동,51,50,46.07,44.62
26410-125,"석산7",26410,남산동,38,35,36.59,33.04
26410-25,"반도",26410,부곡동,53,54,54.62,55.01
26410-89,"금룡빌라",26410,청룡동,34,31,34.49,30.71
26380-167,"칠산주택조합",26380,하단동,32,33,32.77,33.34
26410-1907,"대묵M-PARK(베스트로즈힐)",26410,서동,65,67,80.82,81.40
26410-285,"금샘빌라(747-12)",26410,구서동,39,39,24.29,25.33
26410-198,"아름베스트빌3",26410,구서동,42,43,57.53,58.83
26410-326,"금양위스빌(101동)",26410,부곡동,34,30,13.84,15.18
26410-396,"삼진빌라(481-8)",26410,남산동,60,61,68.40,67.76
26410-170,"선경1",26410,구서동,56,56,55.22,56.61
26260-129,"삼익",26260,사직동,39,40,38.64,39.06
26260-21,"장미3",26260,수안동,34,34,37.83,37.94
26260-139,"진성",26260,사직동,56,56,78.03,77.63
26380-333,"베네스빌리지(889-6)",26380,하단동,34,37,26.63,28.81
26380-1,"괴정동568-10공동주택(최중호)",26380,괴정동,53,54,60.72,62.55
26380-1964,"JPark",26380,괴정동,54,54,36.66,37.41
26380-1931,"유원블루파크비동",26380,하단동,57,54,41.72,44.38
26350-107,"건영2",26350,좌동,59,59,48.44,49.66
26470-1176,"리치W",26470,연산동,40,40,27.69,27.65
26230-72,"문화",26230,부암동,47,,38.37,
26230-1600,"서면대우디오빌2",26230,전포동,52,53,45.60,47.16
26230-1602,"동우주택",26230,범천동,32,32,23.74,23.88
26230-169,"남경",26230,연지동,44,45,73.05,76.07
26230-1729,"양정센텀",26230,양정동,49,50,47.88,49.45
26230-187,"범천동프렌빌",26230,범천동,52,52,68.20,68.46
26230-2074,"홍익빌레트",26230,전포동,49,50,39.98,41.13
26230-2312,"TK골드뷰",26230,범천동,55,55,49.55,49.43
26230-2345,"모닝하우스",26230,범천동,53,53,52.85,53.92
26230-2414,"굿모닝뷰",26230,양정동,48,48,60.64,59.92
26230-244,"서면쌍용플래티넘",26230,전포동,55,56,57.41,59.04
26230-2443,"대동레미안더오션2",26230,부전동,54,53,43.23,42.41
26230-2490,"개금역대상웰리움",26230,개금동,54,54,54.70,55.23
26230-2491,"샛별스위트",26230,양정동,42,42,35.04,34.57
26230-2496,"야긴다하임",26230,부암동,64,65,74.40,74.24
26230-2556,"유창아이리치",26230,개금동,63,62,67.05,67.09
26230-2557,"대동레미안센트럴시티",26230,부전동,55,54,53.22,53.24
26230-2619,"궁전아이브더파크",26230,범천동,36,36,15.80,16.12
26230-2620,"허브팰리스서면",26230,부전동,53,54,66.54,68.94
26230-362,"남평파크빌",26230,개금동,56,56,62.46,62.47
26230-382,"대정그린빌",26230,개금동,58,57,72.73,71.33
26230-7,"서면",26230,범전동,67,60,86.96,72.32
26230-364,"동광하이빌(103)",26230,전포동,36,,44.00,
26350-154,"반여현대",26350,반여동,37,,23.00,
26350-170,"현대4",26350,반여동,26,,37.04,
26110-64,"도경오벨리스",26110,영주동,64,64,65.03,66.70
26110-784,"로얄플러스빌라",26110,영주동,34,33,39.50,36.20
26110-915,"보수허브센티움",26110,보수동3가,50,50,55.79,55.79
26110-929,"보수동해마루아파트2차",26110,보수동2가,44,41,39.55,32.64
26110-941,"로얄스카이캐슬",26110,부평동4가,59,54,47.64,40.19
26230-142,"진일",26230,개금동,37,38,38.59,39.59
26230-1730,"엘리시아",26230,양정동,54,54,50.11,51.39
26230-2341,"개금코아팰리스",26230,개금동,52,52,56.02,55.63
26230-2342,"GK하늘숲",26230,개금동,54,54,62.80,61.85
26230-24,"경원프라우드빌-I",26230,전포동,46,47,51.94,55.08
26230-2552,"양정퀸즈더블유에디션",26230,양정동,58,59,53.71,53.42
26230-367,"광후빌리지",26230,전포동,44,45,40.53,42.23
26230-47,"신화하이빌",26230,초읍동,53,52,56.17,57.20
26230-59,"부원맨션",26230,양정동,57,57,62.60,61.59
26230-6,"범전시영1동",26230,범전동,40,59,23.48,70.76
26230-68,"금호천지",26230,부암동,32,32,30.04,30.67
26350-111,"대림",26350,좌동,41,42,43.33,44.76
26350-120,"두산2",26350,좌동,57,57,69.72,71.03
26350-139,"화목",26350,좌동,54,55,60.47,61.76
26350-165,"왕자",26350,반여동,56,53,80.30,80.08
26350-18,"선프라자",26350,우동,51,52,41.22,42.40
26350-2373,"조희바다풍경",26350,송정동,57,58,56.25,56.66
26350-355,"화송빌라",26350,재송동,48,48,40.58,40.83
26110-8,"동림",26110,대청동4가,41,50,35.54,46.06
26110-820,"대성아르빌",26110,보수동2가,56,57,75.71,78.93
26110-871,"보수동봄여름가을겨울",26110,보수동2가,50,49,47.21,44.21
26110-921,"선경뉴빌APT",26110,대창동1가,47,48,60.41,62.78
26110-938,"서원블루오션F동",26110,보수동3가,51,51,72.95,72.95
26110-954,"한웅드리머스",26110,보수동3가,53,53,35.15,35.15
26170-14,"동성아트빌",26170,초량동,53,54,44.39,45.39
26170-32,"문화",26170,좌천동,49,,67.66,
26170-51,"초량하이츠빌리지",26170,초량동,55,56,74.83,75.87
26170-57,"선빌리지",26170,초량동,27,27,27.56,27.77
26170-612,"반도보라스카이뷰",26170,초량동,35,35,35.05,34.39
26170-679,"센트럴베이동원로얄듀크비스타",26170,초량동,56,56,72.83,72.35
26170-719,"선경뉴빌",26170,좌천동,58,59,71.94,72.25
26170-74,"태안하버빌",26170,수정동,44,44,40.68,42.38
26170-748,"부산역유림로미오",26170,초량동,61,62,80.61,80.15
26170-749,"부산역유림줄리엣",26170,초량동,62,62,80.36,79.74
26170-771,"동이라메르",26170,초량동,49,50,47.61,49.89
