aptSeq,name,sigungu,ageBand,hhBand,parkingStatus,total_WA,complex
26380-1864,"리버포레(B동)",사하구,11-20,<100,MISSING,52.0,50.1
26380-1887,"한영리더스",사하구,11-20,<100,MISSING,65.8,49.7
26380-133,"경인",사하구,31+,<100,MISSING,43.0,21.2
26380-293,"초원빌",사하구,21-30,<100,KNOWN,46.6,44.3
26380-63,"한일하나로",사하구,31+,<100,MISSING,42.8,27.7
26380-523,"럭키(484-2)",사하구,31+,unknown,MISSING,53.0,18.4
26380-288,"청목미르피아",사하구,21-30,100-299,KNOWN,50.6,49.7
26380-31,"새괴정화신",사하구,31+,100-299,MISSING,55.5,29.6
26380-35,"소라",사하구,31+,unknown,MISSING,48.5,15.2
26380-30,"새괴정협진태양",사하구,31+,100-299,MISSING,48.4,32.6
26380-1899,"괴정동그린시티",사하구,0-10,unknown,MISSING,67.3,76.0
26140-1243,"대신푸르지오1차",서구,0-10,500-999,KNOWN,64.4,82.0
26140-1321,"힐스테이트이진베이시티아파트",서구,0-10,1000+,KNOWN,41.1,91.0
26380-82,"성경로즈힐(1차)-101",사하구,21-30,unknown,MISSING,52.3,46.0
26380-336,"신선(417-0)",사하구,21-30,unknown,MISSING,58.4,51.4
26380-352,"목련(B)",사하구,21-30,unknown,MISSING,60.2,47.8
26380-130,"가락타운3",사하구,31+,1000+,KNOWN,57.6,56.3
26380-129,"가락타운2",사하구,31+,1000+,KNOWN,57.6,56.3
26380-92,"부영",사하구,31+,unknown,MISSING,54.1,16.8
26380-308,"동조리젠시타워",사하구,21-30,unknown,MISSING,59.7,49.6
26380-16,"동조리젠시",사하구,21-30,unknown,MISSING,51.3,46.0
26380-190,"동조리젠시2",사하구,21-30,unknown,MISSING,46.5,47.8
26140-1216,"동대신동미소지음3차주상복합아파트",서구,0-10,<100,MISSING,65.8,54.2
26140-978,"송도풍림아이원",서구,11-20,100-299,KNOWN,36.0,66.1
26140-1175,"부용동한웅드리머스",서구,11-20,100-299,KNOWN,65.5,62.6
26140-1245,"대신더샵",서구,0-10,300-499,KNOWN,60.6,74.9
26140-1249,"토성동경동리인타워",서구,0-10,300-499,KNOWN,73.8,77.3
26140-1176,"헤리츠아파트2차",서구,11-20,unknown,MISSING,74.0,73.8
26140-133,"금호어울림",서구,21-30,100-299,KNOWN,50.7,61.1
26140-114,"송도현대",서구,31+,100-299,MISSING,23.6,43.4
26140-1167,"오현스위트",서구,11-20,<100,MISSING,64.1,49.4
26140-1273,"오현예다움",서구,0-10,<100,MISSING,67.1,55.0
26140-39,"구덕자유",서구,21-30,100-299,KNOWN,61.7,37.7
26350-2360,"해운대동백두산위브더제니스",해운대구,0-10,300-499,KNOWN,60.9,76.2
26350-131,"엘지",해운대구,21-30,<100,MISSING,53.5,34.3
26350-2362,"해운대더샵센텀그린",해운대구,0-10,300-499,KNOWN,59.6,76.1
26350-247,"롯데캐슬마린",해운대구,21-30,500-999,KNOWN,70.8,69.1
26350-2108,"센텀이편한세상",해운대구,11-20,1000+,KNOWN,67.7,69.7
26350-2090,"센텀피오레1차",해운대구,21-30,500-999,KNOWN,64.8,66.8
26350-2342,"해운대자이2차1단지",해운대구,0-10,500-999,KNOWN,53.0,78.9
26350-214,"센텀롯데캐슬아파트",해운대구,21-30,unknown,MISSING,50.8,51.4
26350-119,"동신",해운대구,21-30,500-999,KNOWN,64.3,57.6
26350-2128,"메가센텀한화꿈에그린",해운대구,11-20,1000+,KNOWN,63.5,76.8
26140-1239,"한우리빌리지5차",서구,0-10,unknown,MISSING,73.6,80.8
26350-2386,"센텀천일스카이원",해운대구,0-10,100-299,KNOWN,43.8,70.5
26350-2130,"해운대중동두산위브",해운대구,11-20,300-499,KNOWN,70.7,64.5
26350-2272,"더샵센텀누리",해운대구,11-20,300-499,KNOWN,52.2,72.6
26350-49,"재송그린",해운대구,31+,<100,MISSING,46.2,23.2
26350-103,"중동삼정그린코아",해운대구,21-30,100-299,KNOWN,57.8,53.2
26350-197,"아시아선수촌아파트",해운대구,21-30,1000+,KNOWN,56.9,70.1
26350-2395,"롯데캐슬스타",해운대구,0-10,500-999,KNOWN,73.5,84.2
26350-128,"삼환",해운대구,21-30,300-499,KNOWN,57.6,55.6
26350-209,"우신",해운대구,21-30,300-499,KNOWN,43.4,57.7
26350-2387,"해운대센텀미진이지비아아파트",해운대구,0-10,100-299,KNOWN,62.0,69.9
26350-173,"LIG건영",해운대구,21-30,<100,MISSING,28.4,39.6
26350-2304,"해운대송정우림필유아파트",해운대구,11-20,300-499,KNOWN,29.3,69.4
26350-38,"시영80년",해운대구,31+,unknown,MISSING,48.5,16.0
26350-56,"현대(1051-2)",해운대구,31+,unknown,MISSING,53.4,23.2
26350-149,"광우파크맨션",해운대구,31+,unknown,MISSING,33.3,20.0
26350-2095,"롯데캐슬마스터",해운대구,21-30,100-299,KNOWN,65.5,55.1
26350-163,"에덴동산타운",해운대구,31+,100-299,MISSING,40.8,44.2
26350-2099,"해운대메트로하이츠",해운대구,21-30,100-299,KNOWN,64.8,58.4
26350-141,"코오롱",해운대구,21-30,100-299,MISSING,58.1,42.9
26350-208,"삼한5차",해운대구,21-30,100-299,KNOWN,41.9,55.6
26350-33,"센텀한보미도",해운대구,31+,100-299,MISSING,46.6,41.8
26350-2371,"해운대센텀트루엘2단지",해운대구,0-10,100-299,KNOWN,55.3,70.5
26350-2259,"해운대한신휴플러스",해운대구,11-20,100-299,KNOWN,56.0,71.1
26350-2437,"해운대센트럴푸르지오",해운대구,0-10,500-999,KNOWN,73.2,85.9
26230-358,"동일스위트",부산진구,21-30,1000+,KNOWN,42.0,69.4
26230-1734,"서면쌍용스윗닷홈파크",부산진구,11-20,100-299,KNOWN,59.5,63.7
26230-1635,"당감뜨란채",부산진구,21-30,500-999,KNOWN,43.0,62.6
26230-2858,"초읍하늘채포레스원",부산진구,0-10,500-999,KNOWN,58.7,88.5
26230-51,"초읍대우",부산진구,21-30,300-499,KNOWN,42.3,56.6
26230-2814,"가야롯데캐슬골드아너",부산진구,0-10,500-999,KNOWN,67.6,88.0
26230-241,"반도보라빌",부산진구,21-30,1000+,KNOWN,53.9,70.3
26230-2602,"가야센트레빌",부산진구,0-10,100-299,KNOWN,56.3,72.6
26350-187,"풍전",해운대구,31+,<100,MISSING,53.3,24.5
26350-291,"신우빌라",해운대구,31+,unknown,MISSING,39.8,29.8
26350-2408,"쌍용더플래티넘해운대",해운대구,0-10,100-299,KNOWN,73.1,71.4
26350-2179,"해운대경남아너스빌",해운대구,11-20,300-499,KNOWN,70.9,69.8
26350-186,"이진",해운대구,21-30,100-299,KNOWN,51.1,48.0
26350-2094,"현대베네시티",해운대구,21-30,300-499,KNOWN,55.8,67.0
26350-2227,"해운대자이2단지",해운대구,11-20,100-299,KNOWN,52.4,57.7
26350-176,"광하주택2",해운대구,31+,100-299,MISSING,49.5,38.4
26350-101,"현우산호맨션",해운대구,31+,<100,MISSING,48.0,27.7
26350-2610,"해운대경동리인뷰2차",해운대구,0-10,500-999,KNOWN,72.6,85.6
26350-9,"롯데",해운대구,31+,500-999,MISSING,53.0,57.5
26350-2376,"해운대비스타동원",해운대구,0-10,500-999,KNOWN,68.6,80.0
26350-2110,"반도보라빌",해운대구,11-20,500-999,KNOWN,59.6,65.4
26350-2415,"센텀마티안",해운대구,0-10,100-299,KNOWN,63.8,75.6
26470-1505,"일호센텀누리",연제구,0-10,<100,MISSING,63.9,58.0
26230-2657,"이진젠시티개금",부산진구,0-10,500-999,KNOWN,61.5,86.6
26230-1670,"양정메트로하이츠",부산진구,11-20,100-299,KNOWN,54.9,59.6
26230-138,"우성",부산진구,31+,unknown,MISSING,43.5,24.8
26230-2590,"서면6차봄여름가을겨울",부산진구,0-10,100-299,KNOWN,64.9,74.4
26230-140,"개금주공1",부산진구,31+,300-499,MISSING,54.7,45.0
26230-4573,"양정자이더샵SKVIEW아파트(3단지)",부산진구,0-10,300-499,KNOWN,67.0,82.2
26230-130,"삼환",부산진구,31+,100-299,MISSING,38.4,47.6
26230-1682,"전포동에메랄드홈",부산진구,11-20,100-299,KNOWN,74.3,59.8
26230-49,"우신그린피아",부산진구,21-30,100-299,KNOWN,48.7,50.3
26230-2521,"혜도인파크에비뉴연지",부산진구,0-10,100-299,KNOWN,54.0,65.7
26230-41,"대림파크빌",부산진구,21-30,<100,KNOWN,37.3,47.9
26230-2851,"e편한세상시민공원2단지",부산진구,0-10,100-299,KNOWN,56.2,69.1
26230-69,"동원",부산진구,31+,100-299,MISSING,43.2,37.7
26230-2597,"연지우성스마트시티뷰",부산진구,0-10,100-299,MISSING,50.6,67.4
26230-160,"영진(5-56)",부산진구,31+,<100,MISSING,56.3,25.3
26230-147,"협성맨션",부산진구,31+,<100,MISSING,65.7,29.4
26230-188,"드림하이츠",부산진구,21-30,unknown,MISSING,48.5,49.6
26470-32,"현대",연제구,31+,unknown,MISSING,46.8,20.0
26470-24,"연제그린타워",연제구,21-30,300-499,KNOWN,53.6,52.6
26470-1678,"연산롯데캐슬골드포레",연제구,0-10,1000+,KNOWN,66.4,84.0
26230-2360,"개금블루스카이",부산진구,11-20,<100,MISSING,55.6,52.6
26230-4543,"래미안어반파크2단지",부산진구,0-10,100-299,KNOWN,63.7,69.9
26470-1421,"세경미가",연제구,0-10,<100,MISSING,57.4,52.2
26470-1046,"연제힐스테이트",연제구,11-20,100-299,KNOWN,60.6,64.4
26470-1031,"거제동2차월드메르디앙",연제구,11-20,100-299,KNOWN,59.5,57.6
26470-89,"연산센터빌",연제구,31+,300-499,MISSING,58.8,50.5
26470-34,"거제1차현대홈타운",연제구,21-30,1000+,KNOWN,68.6,66.8
26470-58,"동서그린",연제구,31+,100-299,MISSING,42.4,41.4
26470-36,"화신거림(212-1)",연제구,31+,<100,MISSING,53.7,20.7
26470-28,"태경썬싸인",연제구,31+,100-299,MISSING,58.6,46.9
26470-1009,"한일유앤아이",연제구,11-20,300-499,KNOWN,57.5,61.0
26470-1085,"거제동롯데캐슬피렌체",연제구,11-20,300-499,KNOWN,72.9,71.5
26470-127,"거제청구하이츠",연제구,21-30,100-299,KNOWN,48.7,56.1
26470-109,"한양(4차)",연제구,31+,unknown,MISSING,43.8,23.2
26470-67,"무궁화",연제구,31+,<100,MISSING,51.3,28.0
26470-125,"진흥하늘이",연제구,21-30,<100,KNOWN,62.8,46.0
26470-126,"동서하이빌",연제구,21-30,100-299,KNOWN,60.7,49.8
26470-1566,"아시아드코오롱하늘채",연제구,0-10,500-999,KNOWN,76.0,79.7
26470-11,"대원",연제구,31+,<100,MISSING,55.5,28.0
26470-151,"청우하이빌",연제구,21-30,<100,MISSING,60.7,42.2
26470-1458,"시청역이즈팰리스2차",연제구,0-10,<100,MISSING,68.1,56.6
26470-124,"성원맨투로빌",연제구,21-30,unknown,MISSING,65.0,49.6
26470-3047,"레이카운티(1단지)",연제구,0-10,1000+,KNOWN,73.9,89.8
26140-1164,"대신롯데캐슬",서구,11-20,500-999,KNOWN,64.1,76.1
26140-1285,"브라운스톤하이포레",서구,0-10,500-999,KNOWN,51.6,78.9
26230-1633,"한라비발디",부산진구,21-30,500-999,KNOWN,70.8,66.1
26230-157,"한일하나로",부산진구,31+,100-299,MISSING,48.1,35.3
26230-114,"새영진",부산진구,31+,unknown,MISSING,56.1,28.0
26350-2269,"해운대중동경동하나메르빌",해운대구,11-20,100-299,KNOWN,61.8,61.8
26470-31,"한양",연제구,31+,300-499,MISSING,57.3,42.6
26470-1921,"거제미소지움더퍼스트",연제구,0-10,100-299,KNOWN,60.3,76.6
26110-70,"근영빌라3동",중구,21-30,unknown,MISSING,52.6,37.0
26170-632,"수정(1175-1)",동구,31+,unknown,MISSING,39.5,8.0
26170-56,"토마하우스",동구,21-30,unknown,MISSING,64.4,42.4
26170-25,"수정(1161-7)",동구,31+,unknown,MISSING,36.6,8.0
26170-642,"수성아파트(441-0)",동구,31+,<100,MISSING,41.8,21.7
26200-37,"시영(169-1)",영도구,31+,<100,MISSING,34.7,26.3
26200-15,"동산(1106)",영도구,31+,unknown,MISSING,16.7,26.4
26200-9,"청성아트(33-5)",영도구,21-30,<100,MISSING,56.5,34.7
26530-1096,"대하덕포(2,3호동)",사상구,31+,unknown,MISSING,46.1,16.8
26530-47,"신흥동백맨션",사상구,31+,unknown,MISSING,47.0,29.8
26530-128,"초원펠레스빌B동",사상구,21-30,unknown,MISSING,48.6,51.4
26710-570,"명례솔터시티",기장군,0-10,unknown,MISSING,25.9,76.0
26710-42,"형진강변프라자",기장군,31+,unknown,MISSING,47.0,29.8
26710-17,"팰리스빌1",기장군,21-30,unknown,MISSING,45.4,47.8
26710-462,"동환라온제나기장",기장군,11-20,unknown,MISSING,47.1,67.2
26710-53,"월드파크빌B동",기장군,21-30,unknown,MISSING,55.7,51.4
26320-7,"동부제강사원",북구,31+,unknown,MISSING,29.4,31.6
26320-36,"금곡8단지주공",북구,21-30,1000+,KNOWN,47.9,55.1
26320-139,"도형리치빌A동",북구,21-30,unknown,MISSING,52.5,49.6
26320-21,"우정맨션가동",북구,31+,unknown,MISSING,44.5,18.4
26320-97,"삼양파크빌(326-7)",북구,21-30,unknown,MISSING,63.3,46.0
26320-37,"금곡9단지주공",북구,21-30,1000+,KNOWN,47.9,55.1
26290-311,"엘지메트로시티5",남구,21-30,1000+,KNOWN,66.1,74.6
26470-3050,"레이카운티(4단지)",연제구,0-10,1000+,KNOWN,74.0,89.8
26290-44,"엘지메트로시티3",남구,21-30,1000+,KNOWN,55.9,73.0
26290-2686,"대연SKVIEWHills(2단지)",남구,0-10,unknown,MISSING,74.6,83.2
26290-2425,"홍익빌레트Ⅱ",남구,11-20,unknown,MISSING,67.8,73.8
26290-173,"미림크라운맨션(1465-5)",남구,31+,unknown,MISSING,51.3,16.8
26290-322,"영신맨션1동",남구,31+,unknown,MISSING,41.1,15.2
26290-111,"금양에이스",남구,21-30,unknown,MISSING,53.9,47.8
26290-161,"대호(967-2)",남구,31+,unknown,MISSING,45.1,13.6
26290-200,"흑석(1737-5)",남구,21-30,unknown,MISSING,63.8,46.0
26290-90,"엘지메트로시티2",남구,21-30,1000+,KNOWN,65.5,73.0
26500-2241,"마르빌주상복합",수영구,0-10,unknown,MISSING,70.3,85.6
26500-1776,"수영엔스타Ⅱ",수영구,11-20,unknown,MISSING,70.9,69.4
26500-44,"동방(822-3)",수영구,31+,unknown,MISSING,38.4,15.2
26500-241,"광남2차",수영구,31+,unknown,MISSING,63.5,33.4
26500-103,"우성골든빌",수영구,21-30,unknown,MISSING,50.4,51.4
26500-82,"광안리치빌B",수영구,21-30,unknown,MISSING,54.4,49.6
26500-188,"협성센트로3차",수영구,21-30,unknown,MISSING,60.9,51.4
26500-107,"신한백조",수영구,31+,unknown,MISSING,40.5,15.2
26500-1937,"민락동신화하니엘그린시티공동주택",수영구,0-10,unknown,MISSING,54.8,76.0
26500-239,"마리나프리텔",수영구,21-30,unknown,MISSING,71.6,42.4
26500-263,"광명맨션(539-3)",수영구,31+,unknown,MISSING,43.3,11.7
26410-1919,"해성체르니아파트2차",금정구,11-20,unknown,MISSING,55.3,57.0
26410-125,"석산7",금정구,31+,unknown,MISSING,45.2,28.0
26410-25,"반도",금정구,31+,unknown,MISSING,56.5,16.8
26410-89,"금룡빌라",금정구,31+,unknown,MISSING,34.8,33.4
26380-167,"칠산주택조합",사하구,31+,unknown,MISSING,43.4,18.4
26410-1907,"대묵M-PARK(베스트로즈힐)",금정구,11-20,unknown,MISSING,70.3,55.0
26410-285,"금샘빌라(747-12)",금정구,21-30,unknown,MISSING,59.5,46.0
26410-198,"아름베스트빌3",금정구,21-30,unknown,MISSING,58.9,47.8
26410-326,"금양위스빌(101동)",금정구,21-30,unknown,MISSING,52.4,51.4
26410-396,"삼진빌라(481-8)",금정구,21-30,unknown,MISSING,58.4,46.0
26410-170,"선경1",금정구,31+,500-999,MISSING,64.2,48.5
26260-129,"삼익",동래구,31+,unknown,MISSING,47.0,14.4
26260-21,"장미3",동래구,31+,unknown,MISSING,45.4,17.6
26260-139,"진성",동래구,31+,unknown,MISSING,56.3,14.4
26380-333,"베네스빌리지(889-6)",사하구,21-30,unknown,MISSING,45.3,46.0
26380-1,"괴정동568-10공동주택(최중호)",사하구,31+,unknown,MISSING,52.6,11.7
26380-1964,"JPark",사하구,0-10,unknown,MISSING,60.6,78.4
26380-1931,"유원블루파크비동",사하구,0-10,unknown,MISSING,65.9,76.0
26350-107,"건영2",해운대구,21-30,100-299,MISSING,61.9,41.7
26470-1176,"리치W",연제구,11-20,<100,MISSING,52.3,49.7
26230-1600,"서면대우디오빌2",부산진구,21-30,500-999,MISSING,67.0,68.1
26230-1602,"동우주택",부산진구,21-30,<100,MISSING,48.4,38.8
26230-169,"남경",부산진구,21-30,<100,MISSING,39.4,36.4
26230-1729,"양정센텀",부산진구,11-20,<100,MISSING,55.5,59.6
26230-187,"범천동프렌빌",부산진구,21-30,100-299,MISSING,64.3,50.1
26230-2074,"홍익빌레트",부산진구,11-20,<100,MISSING,59.2,46.8
26230-2312,"TK골드뷰",부산진구,11-20,<100,MISSING,62.2,49.8
26230-2345,"모닝하우스",부산진구,11-20,<100,MISSING,59.9,48.1
26230-2414,"굿모닝뷰",부산진구,0-10,<100,MISSING,66.8,54.4
26230-244,"서면쌍용플래티넘",부산진구,21-30,300-499,MISSING,62.1,62.2
26230-2443,"대동레미안더오션2",부산진구,0-10,<100,MISSING,63.1,56.3
26230-2490,"개금역대상웰리움",부산진구,0-10,100-299,MISSING,58.9,62.8
26230-2491,"샛별스위트",부산진구,0-10,<100,MISSING,55.5,53.3
26230-2496,"야긴다하임",부산진구,0-10,<100,MISSING,60.9,55.3
26230-2556,"유창아이리치",부산진구,0-10,<100,MISSING,65.5,62.5
26230-2557,"대동레미안센트럴시티",부산진구,0-10,100-299,MISSING,64.2,67.9
26230-2619,"궁전아이브더파크",부산진구,0-10,<100,MISSING,52.4,62.1
26230-2620,"허브팰리스서면",부산진구,0-10,100-299,MISSING,68.4,69.4
26230-362,"남평파크빌",부산진구,21-30,<100,MISSING,56.9,37.9
26230-382,"대정그린빌",부산진구,21-30,<100,MISSING,58.2,33.8
26230-7,"서면",부산진구,31+,<100,MISSING,62.0,17.2
26110-64,"도경오벨리스",중구,21-30,100-299,MISSING,64.2,49.5
26110-784,"로얄플러스빌라",중구,11-20,<100,MISSING,34.3,38.6
26110-915,"보수허브센티움",중구,0-10,<100,MISSING,63.6,58.2
26110-929,"보수동해마루아파트2차",중구,0-10,<100,MISSING,58.5,53.0
26110-941,"로얄스카이캐슬",중구,0-10,<100,MISSING,66.8,59.1
26230-142,"진일",부산진구,31+,<100,MISSING,43.4,20.8
26230-1730,"엘리시아",부산진구,11-20,<100,MISSING,63.0,43.5
26230-2341,"개금코아팰리스",부산진구,11-20,<100,MISSING,55.5,53.5
26230-2342,"GK하늘숲",부산진구,11-20,<100,MISSING,58.8,48.8
26230-24,"경원프라우드빌-I",부산진구,21-30,<100,MISSING,61.2,36.4
26230-2552,"양정퀸즈더블유에디션",부산진구,0-10,<100,MISSING,63.6,60.3
26230-367,"광후빌리지",부산진구,21-30,<100,MISSING,59.8,36.4
26230-47,"신화하이빌",부산진구,21-30,<100,MISSING,44.9,37.2
26230-59,"부원맨션",부산진구,31+,<100,MISSING,65.7,28.2
26230-6,"범전시영1동",부산진구,31+,<100,MISSING,52.7,30.5
26230-68,"금호천지",부산진구,31+,<100,MISSING,39.7,24.6
26350-111,"대림",해운대구,21-30,100-299,MISSING,55.8,41.0
26350-120,"두산2",해운대구,21-30,<100,MISSING,67.3,33.1
26350-139,"화목",해운대구,21-30,<100,MISSING,63.7,37.3
26350-165,"왕자",해운대구,31+,<100,MISSING,48.1,19.5
26350-18,"선프라자",해운대구,31+,300-499,MISSING,58.3,54.5
26350-2373,"조희바다풍경",해운대구,0-10,<100,MISSING,39.5,56.3
26350-355,"화송빌라",해운대구,31+,<100,MISSING,49.7,25.8
26110-8,"동림",중구,31+,<100,MISSING,52.6,18.9
26110-820,"대성아르빌",중구,11-20,<100,MISSING,57.6,46.0
26110-871,"보수동봄여름가을겨울",중구,11-20,<100,MISSING,61.2,49.1
26110-921,"선경뉴빌APT",중구,0-10,<100,MISSING,57.9,54.4
26110-938,"서원블루오션F동",중구,0-10,<100,MISSING,66.8,63.1
26110-954,"한웅드리머스",중구,0-10,<100,MISSING,64.5,62.5
26170-14,"동성아트빌",동구,21-30,<100,MISSING,60.5,35.0
26170-51,"초량하이츠빌리지",동구,21-30,<100,MISSING,56.6,35.5
26170-57,"선빌리지",동구,21-30,<100,MISSING,42.1,35.6
26170-612,"반도보라스카이뷰",동구,11-20,100-299,MISSING,46.8,58.8
26170-679,"센트럴베이동원로얄듀크비스타",동구,11-20,100-299,MISSING,55.3,64.7
26170-719,"선경뉴빌",동구,11-20,<100,MISSING,61.1,53.8
26170-74,"태안하버빌",동구,21-30,<100,MISSING,48.9,36.9
26170-748,"부산역유림로미오",동구,11-20,100-299,MISSING,58.6,68.8
26170-749,"부산역유림줄리엣",동구,11-20,100-299,MISSING,59.5,68.8
26170-771,"동이라메르",동구,11-20,<100,MISSING,61.1,51.9
26170-810,"하버씨티",동구,0-10,<100,MISSING,64.0,54.4
26170-818,"성무아이반스타",동구,0-10,<100,MISSING,63.9,59.8
26170-823,"베스안오션뷰",동구,0-10,<100,MISSING,60.3,56.0
26170-830,"모티더베스트빌",동구,0-10,<100,MISSING,68.4,66.1
26170-833,"어반오션시티",동구,0-10,<100,MISSING,59.9,63.0
26170-835,"서면베스티움더시티",동구,0-10,100-299,MISSING,60.0,68.6
26200-603,"시영(1동)",영도구,31+,<100,MISSING,33.6,18.3
26200-689,"제이스힐타워",영도구,11-20,<100,MISSING,55.1,53.6
26530-108,"남영",사상구,31+,100-299,MISSING,47.5,39.1
26200-33,"골든빌리지",영도구,21-30,<100,MISSING,48.6,33.8
26200-4,"남일",영도구,31+,<100,MISSING,38.2,19.7
26200-56,"동광세화맨션",영도구,31+,<100,MISSING,40.2,24.5
26200-609,"대성타워",영도구,11-20,<100,MISSING,44.4,42.9
26200-64,"삼창파크맨션2동",영도구,31+,<100,MISSING,41.0,24.2
26200-660,"페로스타워",영도구,11-20,<100,MISSING,33.2,45.8
26200-695,"비온뒤",영도구,11-20,<100,MISSING,39.2,49.2
26200-719,"퀸페로스",영도구,0-10,<100,MISSING,56.2,56.4
26200-729,"클래식시티",영도구,0-10,<100,MISSING,41.0,53.4
26200-74,"전원파크맨션",영도구,31+,<100,MISSING,29.5,27.8
26200-740,"유원블루파크",영도구,0-10,<100,MISSING,55.5,63.1
26200-743,"골든에이지",영도구,0-10,<100,MISSING,56.0,53.0
26200-744,"골드클래스",영도구,0-10,<100,MISSING,43.6,54.2
26200-754,"비룡벨로스텔라",영도구,0-10,<100,MISSING,43.8,58.2
26200-758,"로웰타워",영도구,0-10,<100,MISSING,52.2,61.3
26200-763,"영도봄여름가을겨울",영도구,0-10,100-299,MISSING,54.7,67.4
26200-88,"선경하우스",영도구,21-30,<100,MISSING,46.2,35.0
26530-1093,"엘크루센트로아파트",사상구,0-10,<100,MISSING,66.9,66.5
26530-21,"유원",사상구,31+,<100,MISSING,57.9,24.3
26530-33,"우신모라",사상구,31+,<100,MISSING,53.6,35.7
26530-48,"엄궁",사상구,31+,<100,MISSING,19.0,18.0
26530-72,"주례",사상구,31+,<100,MISSING,55.7,18.3
26530-801,"창우블루빌",사상구,21-30,100-299,MISSING,62.3,49.5
26530-81,"현대무지개타운",사상구,31+,<100,MISSING,52.3,35.7
26530-1037,"굿모닝뷰",사상구,0-10,<100,MISSING,65.0,59.8
26530-105,"리치플러스",사상구,21-30,<100,MISSING,58.6,44.6
26530-1057,"네오리더스사상",사상구,0-10,100-299,MISSING,63.5,66.8
26530-1073,"사상역경보센트리안",사상구,0-10,100-299,MISSING,66.6,67.7
26530-1077,"모라역베스티움더시티",사상구,0-10,100-299,MISSING,61.0,73.2
26530-112,"고려아펠리아",사상구,21-30,<100,MISSING,67.7,41.3
26530-1121,"사상역봄여름가을겨울",사상구,0-10,100-299,MISSING,62.2,72.9
26530-127,"경동윈츠빌",사상구,21-30,300-499,MISSING,65.3,59.4
26530-15,"덕포늘푸른",사상구,21-30,100-299,MISSING,55.5,43.8
26530-36,"창신그린힐",사상구,31+,100-299,MISSING,56.2,41.0
26530-39,"협성",사상구,31+,<100,MISSING,43.6,30.1
26530-5,"일자맨션",사상구,31+,<100,MISSING,53.3,18.7
26530-54,"광우파크",사상구,31+,<100,MISSING,55.3,21.7
26530-61,"주례벽산",사상구,31+,100-299,MISSING,43.0,39.9
26530-78,"태원",사상구,31+,<100,MISSING,55.1,24.2
26530-85,"금강",사상구,31+,100-299,MISSING,40.1,42.0
26530-902,"휴그린",사상구,11-20,<100,MISSING,50.7,50.9
26530-909,"파밀리아",사상구,11-20,<100,MISSING,57.3,52.5
26530-93,"삼정송림맨션",사상구,31+,<100,MISSING,28.6,29.3
26530-930,"주례센텀",사상구,11-20,<100,MISSING,60.4,55.5
26530-96,"청파",사상구,31+,<100,MISSING,33.1,27.7
26530-973,"파밀리아괘법4차",사상구,0-10,<100,MISSING,63.5,58.5
26530-984,"진영프라임제이",사상구,0-10,<100,MISSING,56.6,52.0
26710-535,"동일스위트3차",기장군,11-20,1000+,MISSING,47.9,81.2
26710-66,"이진테마빌",기장군,21-30,100-299,MISSING,41.8,52.8
26710-15,"센트럴파크빌라6차",기장군,21-30,<100,MISSING,41.6,35.5
26140-111,"전원비치맨션",서구,31+,<100,MISSING,23.7,33.0
26140-112,"송도정림비치타운",서구,31+,100-299,MISSING,46.0,39.1
26140-1188,"에코펠리스",서구,0-10,<100,MISSING,60.9,60.6
26140-1215,"미소드림",서구,0-10,<100,MISSING,68.0,52.5
26140-192,"유니온캐슬2차",서구,21-30,<100,MISSING,64.3,39.4
26350-62,"센텀재송빌",해운대구,31+,<100,MISSING,53.6,27.5
26710-23,"대진로얄",기장군,31+,100-299,MISSING,55.8,36.1
26710-26,"동산백조",기장군,31+,<100,MISSING,41.1,25.2
26710-28,"부전베스트",기장군,31+,<100,MISSING,49.2,26.8
26710-382,"해맞이빌",기장군,11-20,<100,MISSING,42.5,42.6
26710-4,"욱일",기장군,21-30,<100,MISSING,48.0,35.3
26710-5,"전원그린맨션B동",기장군,31+,<100,MISSING,47.8,37.7
26710-548,"씨앤스타빌",기장군,11-20,100-299,MISSING,42.2,64.1
26710-55,"대정베스트빌",기장군,21-30,<100,MISSING,53.7,36.6
26710-592,"삼협아띠랑스",기장군,0-10,<100,MISSING,57.6,56.6
26710-597,"에코하임기장",기장군,0-10,<100,MISSING,55.5,56.6
26710-626,"에이원더시티",기장군,0-10,<100,MISSING,56.5,59.4
26710-627,"동부산어반리움",기장군,0-10,<100,MISSING,55.7,59.1
26710-643,"센트리움기장",기장군,0-10,<100,MISSING,57.3,60.4
26710-8,"원재아트빌",기장군,21-30,<100,MISSING,44.9,34.7
26710-91,"대변그린비치빌",기장군,21-30,<100,MISSING,35.9,40.2
26710-93,"세진오션리조트빌",기장군,21-30,<100,MISSING,28.4,36.3
26140-106,"송도탑스빌",서구,21-30,100-299,MISSING,45.6,46.1
26140-110,"일원타워맨션",서구,31+,<100,MISSING,27.0,30.5
26140-1145,"오션스카이블루",서구,11-20,<100,MISSING,64.7,49.7
26140-1204,"민송베른시티",서구,0-10,<100,MISSING,58.2,55.5
26140-1220,"서원블루오션D동",서구,0-10,<100,MISSING,65.0,59.1
26140-1256,"한영리더스",서구,0-10,<100,MISSING,61.5,52.8
26140-1258,"대신에코팰리스",서구,0-10,<100,MISSING,70.8,62.1
26140-1266,"미소지음6차",서구,0-10,<100,MISSING,65.3,54.7
