aptSeq,name,sigungu,ageBand,hhBand,parkingStatus,total_WA,complex
26140-1275,"효정풍경채",서구,0-10,<100,MISSING,66.8,55.2
26140-154,"석포로얄캐슬3차",서구,21-30,<100,MISSING,63.2,35.6
26140-172,"금호아트빌",서구,21-30,<100,MISSING,66.0,35.5
26140-56,"청산",서구,31+,<100,MISSING,56.7,17.6
26140-64,"중보빌라",서구,21-30,<100,MISSING,55.7,36.8
26140-69,"아미전원빌라",서구,21-30,<100,MISSING,35.1,38.5
26140-81,"신흥동백빌라",서구,31+,<100,MISSING,45.8,23.2
26140-92,"금강송도타운",서구,31+,<100,MISSING,35.5,28.7
26350-2242,"해운대양우내안애팰리스",해운대구,11-20,100-299,MISSING,55.2,60.5
26350-2327,"조희라메르",해운대구,0-10,<100,MISSING,37.9,52.0
26350-2381,"해운대경보이리스오션",해운대구,0-10,100-299,MISSING,72.0,72.5
26350-60,"삼화파크맨션",해운대구,31+,<100,MISSING,49.5,25.5
26290-23,"글로리리치빌",남구,21-30,<100,MISSING,59.3,35.2
26290-76,"무학프라자",남구,21-30,<100,MISSING,56.2,37.3
26320-11,"백조그린타운",북구,31+,100-299,MISSING,40.0,38.5
26320-114,"럭키2",북구,31+,500-999,MISSING,55.6,55.4
26320-120,"벽산라인타운",북구,21-30,1000+,MISSING,63.3,63.9
26320-122,"북부",북구,31+,<100,MISSING,60.2,23.2
26320-1481,"화명동롯데캐슬멤버스",북구,11-20,100-299,MISSING,54.9,61.7
26320-159,"미금기찰빌라",북구,21-30,<100,MISSING,59.6,36.2
26320-1661,"묘성폴라리스",북구,0-10,<100,MISSING,59.3,49.9
26320-1701,"지평웰리브",북구,0-10,<100,MISSING,59.0,56.3
26320-19,"신진2차",북구,31+,<100,MISSING,42.4,32.1
26320-41,"대성하이츠빌",북구,21-30,<100,MISSING,50.6,35.3
26320-56,"화명대우",북구,21-30,300-499,MISSING,55.1,55.3
26320-66,"덕천대성",북구,31+,<100,MISSING,55.9,23.5
26320-72,"기비골마을",북구,31+,500-999,MISSING,55.9,58.2
26320-80,"부원",북구,31+,<100,MISSING,52.2,19.5
26320-9,"명굉강변맨션",북구,31+,<100,MISSING,43.6,25.1
26350-102,"협진태양",해운대구,31+,100-299,MISSING,44.9,43.4
26350-2190,"쏠데까사",해운대구,11-20,<100,MISSING,40.0,51.4
26350-224,"대원",해운대구,21-30,<100,MISSING,32.0,33.4
26350-257,"삼안스튜디오1차",해운대구,31+,<100,MISSING,39.3,33.1
26350-41,"센텀안성타워",해운대구,31+,<100,MISSING,51.5,33.4
26350-58,"혜성골든타운",해운대구,31+,<100,MISSING,38.7,26.8
26350-68,"달맞이우성빌라트",해운대구,31+,<100,MISSING,39.5,30.1
26290-102,"대연동동일스위트",남구,21-30,300-499,MISSING,64.6,60.8
26290-103,"희성수빌리지",남구,21-30,<100,MISSING,65.5,35.0
26290-104,"송원쉐르빌",남구,21-30,<100,MISSING,63.8,35.1
26290-129,"정원힐타워",남구,21-30,<100,MISSING,52.8,35.5
26290-131,"명진프라임빌",남구,21-30,<100,MISSING,51.2,36.0
26290-144,"글로리에버빌",남구,21-30,<100,MISSING,59.9,37.2
26290-182,"대동그린빌",남구,21-30,<100,MISSING,54.4,36.1
26290-1951,"영남빌로체",남구,11-20,<100,MISSING,44.5,46.1
26290-2014,"수피아주상복합",남구,11-20,<100,MISSING,50.6,53.3
26290-205,"예광스카이빌라",남구,21-30,<100,MISSING,65.6,33.7
26290-22,"대연동원",남구,21-30,100-299,MISSING,64.4,55.2
26290-221,"삼정",남구,21-30,<100,MISSING,52.7,34.2
26290-231,"영신맨션",남구,31+,<100,MISSING,37.9,22.9
26290-233,"동산그린맨션",남구,31+,<100,MISSING,45.0,22.1
26290-2520,"홍익빌레트Ⅲ",남구,0-10,<100,MISSING,62.4,51.7
26290-2523,"더베이하우스",남구,0-10,<100,MISSING,50.5,50.4
26290-2670,"미가",남구,0-10,<100,MISSING,54.0,55.5
26290-2701,"정성재아파트",남구,0-10,<100,MISSING,58.3,60.1
26290-310,"골든밸류빌",남구,21-30,100-299,MISSING,61.4,51.4
26290-321,"중경맨션",남구,31+,<100,MISSING,43.2,19.9
26290-40,"한진훼미리타운",남구,21-30,300-499,MISSING,38.2,55.0
26470-1,"거성",연제구,31+,<100,MISSING,49.3,26.5
26290-91,"영광드림타워",남구,21-30,<100,MISSING,56.5,36.4
26470-100,"창신",연제구,31+,<100,MISSING,47.1,23.8
26470-1198,"신우피렌체",연제구,11-20,<100,MISSING,64.1,50.3
26470-1251,"포세이돈",연제구,11-20,<100,MISSING,59.9,46.4
26470-129,"서진하이트빌",연제구,21-30,<100,MISSING,57.3,36.4
26470-1422,"월드파크3",연제구,0-10,<100,MISSING,62.1,58.7
26470-1424,"에이스리버팰리스",연제구,0-10,<100,MISSING,55.2,57.3
26470-145,"목련빌라",연제구,21-30,<100,MISSING,61.2,36.0
26470-1519,"명품블루파크",연제구,0-10,<100,MISSING,55.9,59.4
26470-153,"윤강하이츠빌라",연제구,21-30,<100,MISSING,52.9,35.1
26470-1565,"지성캐슬",연제구,0-10,<100,MISSING,67.4,55.2
26470-1915,"시청역동원시티비스타",연제구,0-10,<100,MISSING,67.1,69.4
26470-198,"늘푸른파크",연제구,21-30,<100,MISSING,41.9,35.3
26470-207,"보성하이츠빌라2차",연제구,21-30,<100,MISSING,57.6,32.9
26470-215,"신풍골든",연제구,21-30,<100,MISSING,62.7,37.2
26470-85,"연산쌍용",연제구,21-30,100-299,MISSING,61.4,47.2
26470-99,"진흥목화",연제구,31+,<100,MISSING,53.8,27.2
26500-112,"망미",수영구,31+,<100,MISSING,46.2,19.7
26500-1392,"성원상떼빌",수영구,11-20,100-299,MISSING,69.9,52.5
26500-17,"글로벌",수영구,21-30,<100,MISSING,56.1,39.7
26500-2132,"라움팰리스타워",수영구,0-10,<100,MISSING,74.1,60.6
26500-242,"대우포르투나",수영구,21-30,<100,MISSING,54.1,46.7
26500-266,"송현다미랑",수영구,21-30,<100,MISSING,46.1,44.1
26500-101,"크라운",수영구,31+,<100,MISSING,40.4,19.7
26500-1382,"동트레",수영구,11-20,<100,MISSING,58.5,44.9
26500-150,"솔내음파비르",수영구,21-30,<100,MISSING,53.7,37.2
26500-155,"금잔디",수영구,31+,<100,MISSING,60.8,22.7
26500-156,"보람빌리지",수영구,21-30,<100,MISSING,56.4,35.1
26500-158,"아침해오름",수영구,21-30,<100,MISSING,62.7,38.2
26500-173,"승우맨션(나동)",수영구,31+,<100,MISSING,52.0,23.8
26500-1737,"남천알파타워",수영구,11-20,<100,MISSING,64.9,50.5
26500-1838,"파크블루V",수영구,11-20,<100,MISSING,64.2,52.3
26500-1941,"광일센텀스카이뷰",수영구,0-10,<100,MISSING,74.0,56.3
26500-197,"남강스위트홈",수영구,21-30,<100,MISSING,57.3,37.4
26500-1984,"삼인스카이뷰",수영구,0-10,<100,MISSING,62.4,51.2
26500-206,"주안골드빌리지",수영구,21-30,<100,MISSING,57.7,36.9
26500-2172,"센텀디아이리더스",수영구,0-10,<100,MISSING,73.5,55.7
26500-2288,"리부스남천",수영구,0-10,<100,MISSING,74.2,56.8
26500-2349,"남천세원수아파트",수영구,0-10,<100,MISSING,62.1,67.0
26500-2368,"광안에코하임센트럴뷰",수영구,0-10,<100,MISSING,64.9,59.4
26500-243,"광안명진웰리치",수영구,21-30,<100,MISSING,51.8,41.5
26500-2478,"광안포디움프레스티지",수영구,0-10,100-299,MISSING,60.3,73.7
26500-64,"금토그랑프리빌",수영구,21-30,<100,MISSING,48.2,35.0
26500-70,"동산오차드힐",수영구,21-30,<100,MISSING,51.4,41.6
26500-76,"망미스위트빌",수영구,21-30,<100,MISSING,48.2,35.0
26500-88,"예광스카이파크",수영구,21-30,<100,MISSING,49.6,36.0
26500-9,"산호비치",수영구,31+,<100,MISSING,47.4,27.9
26410-2432,"금정산태진팰리스2차",금정구,0-10,<100,MISSING,63.4,61.5
26410-161,"부영벽산",금정구,31+,100-299,MISSING,62.3,44.9
26410-182,"일신크리스탈빌라",금정구,31+,<100,MISSING,47.1,26.9
26410-1908,"명승명가",금정구,11-20,<100,MISSING,59.6,46.0
26410-200,"궁전쉐르빌",금정구,21-30,<100,MISSING,59.0,36.4
26410-2190,"구서동피닉스빌",금정구,11-20,<100,MISSING,62.5,48.2
26410-2220,"남산동신화하니엘",금정구,11-20,100-299,MISSING,69.9,60.0
26410-2259,"삼한골든뷰",금정구,11-20,100-299,MISSING,63.1,65.3
26410-2425,"(207-3)",금정구,0-10,<100,MISSING,64.1,60.7
26410-268,"성원맨투로빌",금정구,21-30,100-299,MISSING,60.1,51.0
26410-280,"구서벽산메가트리움",금정구,21-30,100-299,MISSING,60.5,50.0
26410-289,"구서쌍용스윗닷홈",금정구,21-30,<100,MISSING,51.7,46.1
26410-309,"중앙시티빌",금정구,21-30,<100,MISSING,47.5,31.9
26410-330,"정원맨션",금정구,31+,<100,MISSING,48.3,22.8
26500-125,"홍익라이프가동",수영구,21-30,<100,MISSING,52.6,36.4
26500-1618,"성우스카이뷰",수영구,11-20,<100,MISSING,55.7,47.3
26500-1702,"한성그린",수영구,11-20,<100,MISSING,54.7,45.3
26500-1705,"일성센텀스카이뷰",수영구,11-20,<100,MISSING,71.8,52.6
26500-1800,"병산프리덤",수영구,11-20,<100,MISSING,47.9,48.1
26500-187,"부일그린빌",수영구,21-30,<100,MISSING,56.5,37.4
26500-1964,"정원센텀뷰",수영구,0-10,<100,MISSING,69.5,57.5
26500-217,"로타리",수영구,31+,<100,MISSING,60.8,20.4
26500-2180,"광안지음주상복합",수영구,0-10,<100,MISSING,58.0,56.4
26500-220,"신라탑스빌",수영구,21-30,<100,MISSING,69.8,34.7
26500-2286,"광안비치올리브씨",수영구,0-10,100-299,MISSING,59.2,72.4
26410-2431,"산들마을",금정구,0-10,<100,MISSING,60.4,55.6
26410-187,"진흥목화",금정구,21-30,<100,MISSING,61.0,44.3
26410-1906,"해성비발디",금정구,11-20,<100,MISSING,55.2,39.1
26410-1927,"해피투모로우",금정구,11-20,100-299,MISSING,64.4,54.7
26410-205,"멤버스빌라트",금정구,21-30,<100,MISSING,56.0,34.7
26410-213,"구서건흥",금정구,21-30,<100,MISSING,57.0,39.7
26410-2134,"금성타운",금정구,11-20,<100,MISSING,27.2,54.1
26410-2138,"부산대역삼정그린코아마운틴동",금정구,11-20,100-299,MISSING,65.3,60.9
26410-2182,"청룡동협성엠파이어",금정구,11-20,100-299,MISSING,72.1,68.2
26410-220,"동산오챠드힐",금정구,21-30,100-299,MISSING,63.9,49.8
26410-229,"우남카사벨라",금정구,21-30,<100,MISSING,60.7,41.6
26410-2297,"지성캐슬",금정구,11-20,<100,MISSING,65.5,55.8
26410-231,"남산미네르빌",금정구,21-30,<100,MISSING,58.6,37.2
26410-2323,"백리명가에덴",금정구,11-20,<100,MISSING,62.4,57.3
26410-2400,"골든팰리스-더파크",금정구,0-10,<100,MISSING,49.2,56.6
26410-2487,"휴림아르페",금정구,0-10,<100,MISSING,62.6,59.1
26410-2552,"남평N-CITY",금정구,0-10,<100,MISSING,64.0,63.6
26410-277,"새천년골든밸류빌",금정구,21-30,<100,MISSING,58.1,42.5
26410-278,"덕인센추리온",금정구,21-30,<100,MISSING,57.9,44.5
26410-283,"벽송",금정구,21-30,<100,MISSING,58.3,39.0
26410-322,"홍원메르디앙",금정구,21-30,<100,MISSING,58.3,37.6
26410-53,"금강빌라",금정구,31+,<100,MISSING,39.0,25.4
26410-6,"신동아",금정구,31+,<100,MISSING,51.4,25.0
26410-245,"해성체르니",금정구,21-30,<100,MISSING,46.2,36.3
26260-1898,"허브센티움Ⅲ",동래구,11-20,<100,MISSING,67.9,55.7
26260-1998,"허브팰리스",동래구,0-10,<100,MISSING,69.9,59.0
26260-2042,"대가하이츠",동래구,0-10,<100,MISSING,52.1,56.7
26260-2052,"온천동유림노르웨이숲",동래구,0-10,100-299,MISSING,57.8,71.8
26260-2055,"천일스카이원",동래구,0-10,100-299,MISSING,72.7,70.7
26260-2134,"아델리아",동래구,0-10,<100,MISSING,66.1,56.9
26260-2196,"블리시움",동래구,0-10,<100,MISSING,69.1,60.1
26410-133,"왕신하이츠빌라",금정구,31+,<100,MISSING,49.1,26.9
26410-155,"남영하이빌",금정구,21-30,<100,MISSING,57.5,36.6
26410-2084,"남산하이시티",금정구,11-20,<100,MISSING,56.1,53.9
26410-222,"남산그린",금정구,21-30,<100,MISSING,55.0,33.4
26410-224,"네오밸리스",금정구,21-30,<100,MISSING,33.5,36.4
26410-2284,"우일아내트",금정구,11-20,<100,MISSING,61.9,50.2
26410-2345,"온천리젠시타워아파트",금정구,11-20,<100,MISSING,64.7,57.4
26410-239,"정구팰리스",금정구,21-30,<100,MISSING,59.8,32.6
26410-240,"태경그린빌",금정구,21-30,<100,MISSING,61.6,36.3
26410-2492,"대성타워팰리스",금정구,0-10,<100,MISSING,65.5,61.6
26410-2606,"구서1차봄여름가을겨울",금정구,0-10,<100,MISSING,65.0,68.3
26410-300,"행복이가득한집A",금정구,21-30,<100,MISSING,34.4,29.8
26410-323,"부곡일천베스파",금정구,21-30,<100,MISSING,58.6,44.1
26410-325,"희재하이빌",금정구,21-30,<100,MISSING,53.1,36.1
26410-329,"부호하이츠",금정구,21-30,<100,MISSING,59.2,36.4
26410-381,"석탑그레이스빌",금정구,21-30,<100,MISSING,58.5,41.0
26410-390,"태안에버빌",금정구,21-30,<100,MISSING,62.1,40.1
26260-1468,"SK허브올리브",동래구,11-20,300-499,MISSING,61.6,64.3
26260-1752,"홍림그린피아",동래구,11-20,<100,MISSING,53.3,52.0
26260-1777,"비룡벨로스텔라",동래구,11-20,<100,MISSING,67.1,50.2
26260-1778,"금오에코팰리스",동래구,11-20,<100,MISSING,58.7,46.8
26260-1849,"태경에버리치2차",동래구,11-20,<100,MISSING,65.5,48.1
26260-1899,"오름캐슬",동래구,11-20,<100,MISSING,68.1,52.1
26260-1909,"더블루원",동래구,11-20,<100,MISSING,65.3,52.6
26260-1924,"더블루원2차",동래구,11-20,<100,MISSING,67.4,52.6
26260-1987,"더블루원3차",동래구,0-10,<100,MISSING,64.8,55.0
26260-2038,"신화하니엘더라임",동래구,0-10,<100,MISSING,54.8,60.8
26260-205,"남평파크뷰",동래구,21-30,<100,MISSING,51.2,35.8
26260-2057,"M포레뷰",동래구,0-10,<100,MISSING,67.3,53.8
26260-2102,"명륜소도베르크",동래구,0-10,<100,MISSING,67.4,54.1
26260-226,"현대아트빌",동래구,21-30,<100,MISSING,53.5,36.4
26260-227,"웰스플러스",동래구,21-30,<100,MISSING,60.6,40.7
26260-234,"하나로2차",동래구,21-30,<100,MISSING,62.7,34.5
26260-2435,"아시아드삼정그린코아더시티",동래구,0-10,<100,MISSING,72.7,67.0
26260-2436,"디아트50",동래구,0-10,<100,MISSING,52.7,58.1
26260-249,"로얄캐슬",동래구,21-30,<100,MISSING,64.9,41.6
26260-291,"동경쉐르빌102동",동래구,21-30,<100,MISSING,63.9,41.3
26260-359,"목영해돋이",동래구,21-30,<100,MISSING,53.0,43.1
26260-363,"삼오에펠빌리지",동래구,31+,<100,MISSING,43.8,26.1
26260-89,"라경유닉스빌라",동래구,21-30,<100,MISSING,55.2,35.0
26260-199,"동경쉐르빌",동래구,21-30,<100,MISSING,63.9,41.0
26260-304,"궁전스카이",동래구,21-30,<100,MISSING,63.0,41.0
26260-93,"태건아트빌",동래구,21-30,<100,MISSING,47.8,34.7
26380-1581,"다대영동비치타워",사하구,21-30,100-299,MISSING,63.6,58.8
26380-1811,"정원포트빌",사하구,11-20,<100,MISSING,65.4,48.5
26380-1875,"지원시티파크",사하구,11-20,100-299,MISSING,55.4,69.9
26380-1881,"경성스마트더블유",사하구,11-20,100-299,MISSING,66.6,65.3
26380-1949,"괴정웰메이드홈",사하구,0-10,<100,MISSING,63.7,58.3
26380-195,"선경쉐르빌",사하구,21-30,<100,MISSING,43.0,35.5
26380-1954,"리뷰캐슬아파트",사하구,0-10,<100,MISSING,51.9,55.9
26380-1955,"IDS아델하임",사하구,0-10,100-299,MISSING,65.8,71.6
26380-1956,"우성로얄캐슬",사하구,0-10,<100,MISSING,66.6,53.0
26380-1960,"아람센트럴시티",사하구,0-10,<100,MISSING,68.2,54.8
26380-1970,"오현리버뷰",사하구,0-10,<100,MISSING,44.8,52.0
26380-2002,"괴정어반푸르지오",사하구,0-10,100-299,MISSING,65.3,68.4
26380-2009,"유성해네스타워",사하구,0-10,<100,MISSING,67.1,57.9
26380-2020,"대티역스마트더블유인공지능",사하구,0-10,100-299,MISSING,71.1,66.8
26380-203,"청솔맨션",사하구,31+,<100,MISSING,39.5,23.2
26380-212,"장림대동맨션",사하구,31+,100-299,MISSING,59.8,38.0
26380-278,"감천현대",사하구,31+,100-299,MISSING,42.0,45.0
26380-304,"한아루시빌",사하구,21-30,<100,MISSING,57.3,37.2
26380-6,"금호",사하구,31+,<100,MISSING,48.7,28.5
26380-71,"투윈빌리지",사하구,21-30,<100,MISSING,56.8,35.5
26380-9,"삼성타워",사하구,31+,<100,MISSING,40.2,36.4
26350-151,"대우금사",해운대구,31+,100-299,MISSING,39.0,39.8
26350-183,"삼한그린맨션",해운대구,31+,<100,MISSING,34.4,26.8
26380-1772,"더웰리스",사하구,11-20,<100,MISSING,48.9,46.8
26380-181,"보해이브빌",사하구,21-30,<100,MISSING,63.5,40.1
26380-1858,"예그린숲",사하구,11-20,<100,MISSING,61.1,53.5
26380-187,"하단센토빌",사하구,21-30,<100,MISSING,62.6,37.1
26380-192,"세양리버빌라트",사하구,21-30,<100,MISSING,40.5,39.1
26380-196,"청호",사하구,21-30,<100,MISSING,69.4,36.4
26380-1963,"경성스마트더블유아파트2차",사하구,0-10,100-299,MISSING,64.0,64.1
26380-1976,"영원베네스트아파트",사하구,0-10,<100,MISSING,69.5,57.9
26380-1991,"일성아이앤유",사하구,0-10,<100,MISSING,60.3,54.5
26380-2006,"에스제이파베르",사하구,0-10,<100,MISSING,70.8,55.7
26380-2067,"헤리츠리더스하단",사하구,0-10,100-299,MISSING,72.2,70.3
26380-271,"신도",사하구,31+,<100,MISSING,38.0,33.4
26380-320,"한울엠비시어스",사하구,21-30,<100,MISSING,63.4,38.5
26380-329,"프론티어빌",사하구,21-30,<100,MISSING,44.4,35.6
26380-330,"한주",사하구,21-30,<100,MISSING,52.3,37.6
26380-339,"성경센스빌",사하구,21-30,<100,MISSING,65.3,44.2
26380-40,"신동양",사하구,31+,<100,MISSING,53.9,22.7
26380-529,"금일아트빌라",사하구,21-30,<100,MISSING,57.8,33.4
26380-75,"나산리츠빌라",사하구,21-30,<100,MISSING,54.1,34.7
26380-78,"화목하이츠빌",사하구,21-30,<100,MISSING,62.8,35.5
26380-86,"대동아람아파트",사하구,31+,<100,MISSING,51.2,22.0
26380-87,"대암가든",사하구,31+,<100,MISSING,45.1,24.2
26110-10,"대림에이스타운",중구,31+,100-299,MISSING,52.9,41.3
26110-17,"송파지오스빌라트",중구,21-30,<100,MISSING,58.5,39.6
26110-26,"향원인터빌",중구,21-30,<100,MISSING,57.7,35.3
26110-931,"보수3차봄여름가을겨울",중구,0-10,<100,MISSING,66.4,62.4
26140-1006,"에르모사",서구,11-20,<100,MISSING,57.7,44.1
26140-102,"기산비치타운",서구,21-30,100-299,MISSING,41.9,45.2
26140-105,"송도타워맨션",서구,31+,<100,MISSING,26.8,38.5
26140-1062,"부백웨스턴타워",서구,11-20,<100,MISSING,63.4,47.7
26140-1099,"미소지음",서구,11-20,<100,MISSING,63.0,52.0
26140-1346,"서원블루오션G동",서구,0-10,<100,MISSING,68.1,65.7
26140-68,"아미맨션",서구,31+,100-299,MISSING,34.3,39.9
26170-71,"필우파크",동구,31+,<100,MISSING,35.7,22.2
26200-696,"한울시너스",영도구,11-20,<100,MISSING,51.3,54.8
26230-102,"서면시즈빌",부산진구,21-30,<100,MISSING,57.3,46.1
26230-159,"유인인터빌",부산진구,21-30,<100,MISSING,47.6,41.6
26230-1601,"동원퀸스빌",부산진구,21-30,<100,MISSING,46.2,42.9
26230-195,"전포동위너비타",부산진구,21-30,<100,MISSING,56.8,41.4
26260-10,"삼부",동래구,31+,<100,MISSING,54.2,19.5
26260-103,"청수하이빌",동래구,21-30,<100,MISSING,58.5,35.5
26260-117,"대륙코리아나",동래구,31+,<100,MISSING,63.3,36.6
26260-1455,"궁전아이브",동래구,21-30,100-299,MISSING,65.3,49.3
26260-1491,"대신리치플러스",동래구,11-20,<100,MISSING,66.4,46.5
26260-1543,"동일센트럴",동래구,11-20,<100,MISSING,66.5,50.2
26260-161,"골드타워",동래구,21-30,<100,MISSING,56.5,35.3
26260-1718,"대화빌",동래구,11-20,<100,MISSING,60.7,46.4
26260-1907,"온천동산들파르테",동래구,11-20,<100,MISSING,51.1,50.1
26260-1989,"동래센트럴파크",동래구,0-10,<100,MISSING,63.1,53.9
26260-2122,"용진스타티스7차",동래구,0-10,<100,MISSING,56.6,61.6
26260-261,"협성스카이라인80",동래구,21-30,300-499,MISSING,60.1,62.4
26260-310,"청호파크빌라",동래구,31+,<100,MISSING,61.6,26.0
26260-3648,"래미안포레스티지1단지(장전동)",금정구,0-10,100-299,MISSING,60.1,71.6
26260-56,"동부현대",동래구,31+,100-299,MISSING,48.2,47.1
26290-100,"금보",남구,31+,<100,MISSING,53.5,23.4
26290-101,"대승타워",남구,21-30,100-299,MISSING,61.3,43.8
26290-2147,"대동레미안",남구,11-20,<100,MISSING,45.6,44.6
26290-249,"대암",남구,31+,<100,MISSING,55.2,21.3
26320-111,"동원맨션",북구,31+,100-299,MISSING,62.3,42.8
26350-117,"대창",해운대구,21-30,<100,MISSING,52.2,37.3
26380-125,"옥돌",사하구,21-30,<100,MISSING,64.0,35.5
26380-131,"강변타워",사하구,31+,<100,MISSING,40.9,36.2
26380-139,"대영파크맨션",사하구,31+,<100,MISSING,46.1,25.1
26380-177,"하단한신원룸",사하구,21-30,<100,MISSING,49.4,40.2
26380-211,"극동정림",사하구,31+,300-499,MISSING,55.9,54.6
